Date,NEPSE,Banking,Hydropower,Hotels And Tourism,Finance,Investment,LifeInsurance,Manufacture,NonLifeInsurance,Others,Mutual Fund,Microfinance,DevBank,Trading
2022-02-01,2891.3,1841.1,3520.34,3207.18,2543.24,97.41,16419.43,7381.67,13202.55,2289.33,16.16,5597.49,5140.19,3061.0
2022-02-03,2876.74,1834.91,3526.5,3168.55,2509.53,96.84,16246.69,7302.26,13214.72,2280.03,16.05,5543.16,5085.9,3038.13
2022-02-06,2836.17,1815.9,3486.78,3153.79,2447.94,95.57,15682.16,7242.32,13089.26,2248.03,15.99,5460.89,4986.0,2987.72
2022-02-07,2851.86,1812.12,3493.69,3168.5,2456.86,98.49,15807.12,7277.19,13168.91,2302.15,16.04,5456.5,5011.12,2995.22
2022-02-08,2835.58,1805.82,3440.91,3172.24,2447.66,97.05,15640.39,7297.65,13225.77,2300.05,16.11,5421.5,4959.91,2997.91
2022-02-09,2813.52,1793.39,3408.19,3169.8,2422.81,96.09,15489.32,7282.62,13027.01,2296.38,15.99,5371.46,4913.64,2958.65
2022-02-10,2801.56,1782.6,3380.4,3147.16,2410.06,95.53,15474.41,7281.34,12945.88,2313.21,16.0,5334.21,4884.74,3013.03
2022-02-13,2700.89,1739.94,3195.52,3034.84,2297.92,90.73,14869.53,6945.62,12393.34,2239.96,15.85,5147.85,4678.21,2944.8
2022-02-14,2700.98,1736.72,3200.89,3053.29,2302.8,90.73,14922.02,6910.35,12378.98,2240.29,15.8,5161.25,4694.54,2905.29
2022-02-15,2754.29,1751.29,3339.01,3103.11,2368.49,92.99,15109.05,6947.43,12563.98,2315.93,15.84,5307.01,4822.3,2944.38
2022-02-16,2734.44,1746.0,3266.24,3069.65,2325.59,91.58,15129.7,6858.08,12457.17,2326.13,15.76,5266.27,4733.77,2900.98
2022-02-17,2732.52,1745.93,3268.83,3059.94,2314.95,91.24,15075.09,6858.19,12450.97,2331.24,15.79,5261.8,4713.47,2913.32
2022-02-20,2693.1,1720.18,3236.97,3016.22,2268.74,89.5,14707.98,6695.39,12170.22,2340.98,15.61,5195.55,4622.32,2856.64
2022-02-21,2718.51,1736.46,3309.36,3051.06,2295.98,90.6,14727.18,6761.66,12209.23,2370.19,15.65,5207.83,4645.14,2864.69
2022-02-22,2735.93,1744.66,3336.92,3055.81,2339.89,90.44,14734.26,6742.96,12337.25,2417.11,15.71,5223.63,4716.36,2878.33
2022-02-23,2720.43,1734.97,3372.58,3024.82,2326.49,90.3,14653.0,6660.84,12226.79,2368.68,15.84,5197.5,4675.44,2847.11
2022-02-24,2661.44,1705.11,3281.86,2976.61,2256.51,88.22,14236.17,6531.1,11981.24,2308.98,15.64,5087.71,4559.72,2796.93
2022-02-27,2653.7,1693.78,3315.89,2974.03,2246.13,88.06,14120.15,6459.94,11948.3,2324.08,15.58,5056.65,4534.76,2789.59
2022-02-28,2610.6,1678.45,3213.33,2949.1,2199.93,86.15,13824.65,6330.61,11679.61,2288.47,15.56,4994.29,4460.85,2707.18
2022-03-02,2547.04,1651.61,3104.46,2911.25,2119.61,83.42,13371.09,6100.96,11356.43,2238.35,15.33,4887.47,4308.47,2642.2
2022-03-06,2543.39,1654.88,3082.49,2912.77,2106.01,83.25,13207.93,5973.97,11338.29,2246.56,15.3,4884.31,4361.78,2629.8
2022-03-07,2544.93,1661.28,3050.5,2926.94,2077.77,82.69,13057.61,6061.59,11348.16,2282.06,15.24,4879.74,4340.36,2614.06
2022-03-09,2514.58,1646.93,2993.44,2914.85,2017.62,81.28,12840.6,6026.25,11156.36,2244.6,15.21,4834.9,4242.98,2534.95
2022-03-10,2566.9,1664.96,3120.14,2957.29,2135.82,84.69,13291.38,6140.93,11397.73,2253.96,15.42,4933.49,4442.36,2595.48
2022-03-13,2667.97,1719.68,3195.79,3115.98,2242.83,88.49,14213.54,6448.99,11965.6,2340.58,15.6,5097.28,4652.92,2708.48
2022-03-14,2668.11,1720.39,3159.15,3094.21,2236.33,87.81,14367.11,6427.98,12038.91,2348.78,15.52,5115.58,4665.37,2622.76
2022-03-15,2650.97,1709.33,3113.72,3191.91,2224.91,87.09,14473.62,6323.57,12106.24,2308.69,15.62,5076.09,4652.46,2594.84
2022-03-16,2631.32,1697.53,3080.61,3258.57,2200.01,86.58,14416.55,6278.95,12183.46,2251.56,15.62,5066.82,4592.8,2558.04
2022-03-20,2616.58,1689.5,3067.55,3194.73,2174.28,88.02,14219.45,6210.36,12109.2,2219.27,15.49,5061.42,4539.29,2516.1
2022-03-21,2634.65,1695.42,3151.21,3181.12,2230.32,88.94,14391.81,6245.18,12155.49,2177.14,15.58,5094.79,4673.25,2551.35
2022-03-22,2650.7,1702.22,3137.93,3201.3,2222.45,89.45,14660.69,6294.8,12240.14,2205.75,15.78,5121.18,4730.0,2540.8
2022-03-23,2630.36,1693.09,3101.53,3181.43,2187.92,88.64,14534.37,6218.6,12160.61,2183.54,15.82,5100.43,4677.42,2553.57
2022-03-24,2613.67,1680.2,3069.77,3137.62,2144.56,86.91,14904.41,6134.27,12288.56,2148.31,15.74,5079.95,4588.93,2522.93
2022-03-27,2572.23,1659.18,2993.52,3071.2,2082.31,85.55,14805.8,5986.67,12421.33,2065.47,15.61,5040.24,4445.95,2467.11
2022-03-28,2542.28,1650.73,2969.72,3058.68,2033.05,84.56,14462.48,5901.8,12168.84,2016.16,15.54,4999.76,4370.86,2407.32
2022-03-29,2527.58,1645.19,2953.24,3084.2,2018.09,84.47,14242.85,5886.79,12092.15,1996.11,15.5,4965.22,4344.5,2406.82
2022-03-30,2568.25,1649.02,3027.22,3161.63,2084.39,86.8,14454.25,5974.5,12283.35,2078.37,15.7,5036.24,4488.85,2415.98
2022-03-31,2544.3,1642.66,2971.19,3082.14,2026.83,86.14,14277.96,5947.38,12246.05,2052.11,15.6,4990.7,4384.97,2433.24
2022-04-03,2513.41,1634.28,2932.15,3058.28,1996.21,84.92,14060.97,5897.59,12074.04,1987.96,15.6,4922.51,4329.11,2404.31
2022-04-04,2497.47,1630.12,2909.69,3035.92,1982.56,84.5,13943.51,5882.25,11873.92,1967.37,15.59,4900.4,4304.53,2372.12
2022-04-05,2452.06,1611.32,2849.54,3051.04,1928.71,82.98,13511.23,5839.05,11527.07,1895.41,15.3,4832.07,4220.54,2328.06
2022-04-06,2428.75,1593.1,2816.91,3112.67,1895.02,81.67,13440.5,5816.02,11335.29,1901.38,15.32,4778.26,4171.48,2263.77
2022-04-07,2464.31,1611.97,2846.9,3140.85,1922.12,82.59,13702.87,5863.84,11444.42,1969.71,15.43,4842.03,4242.26,2323.09
2022-04-11,2419.71,1599.74,2785.73,3069.64,1876.28,80.65,13271.05,5734.89,11288.83,1878.68,15.32,4790.44,4178.08,2258.46
2022-04-12,2385.02,1586.8,2732.81,3072.78,1831.24,79.03,13056.82,5635.19,11053.71,1830.67,15.13,4739.07,4106.51,2217.68
2022-04-13,2415.24,1604.35,2758.52,3121.47,1847.14,79.6,13152.06,5698.17,11183.16,1872.5,15.2,4840.58,4169.15,2228.52
2022-04-17,2385.64,1595.45,2697.59,3058.23,1804.26,78.11,12951.19,5609.37,11062.51,1838.49,15.15,4795.83,4103.15,2222.14
2022-04-18,2343.87,1578.91,2617.29,3008.52,1742.25,76.54,12687.24,5515.94,10720.14,1785.98,15.04,4759.61,4034.05,2210.34
2022-04-19,2357.24,1584.94,2628.53,3039.66,1750.11,76.94,12784.89,5540.55,10782.58,1805.43,15.12,4792.81,4066.94,2211.22
2022-04-20,2320.51,1573.52,2572.82,2971.22,1683.2,75.78,12538.42,5458.31,10612.76,1750.37,15.04,4719.3,3960.85,2195.66
2022-04-21,2325.45,1568.95,2583.43,3002.2,1671.03,76.12,12612.57,5471.73,10527.55,1786.22,15.0,4726.06,3995.97,2176.93
2022-04-24,2420.91,1611.07,2772.6,3087.14,1814.7,80.45,13035.93,5628.19,10961.93,1874.99,15.31,4905.48,4258.34,2199.72
2022-04-25,2386.01,1594.56,2720.69,3091.18,1788.09,78.87,12836.62,5573.94,10811.83,1832.58,15.43,4828.61,4171.97,2190.63
2022-04-26,2370.99,1589.43,2680.19,3087.47,1770.45,77.78,12740.77,5590.37,10711.68,1821.22,15.68,4815.02,4129.96,2180.03
2022-04-27,2376.17,1586.58,2695.32,3124.21,1784.93,78.07,12746.09,5612.71,10742.37,1832.51,15.58,4811.47,4204.97,2174.64
2022-04-28,2356.17,1580.2,2672.28,3097.84,1754.8,77.13,12595.35,5537.72,10701.03,1805.69,15.56,4773.44,4129.52,2142.57
2022-05-02,2307.44,1563.94,2576.51,2983.13,1680.3,75.41,12253.1,5424.98,10482.41,1744.59,15.46,4704.37,4002.2,2112.44
2022-05-04,2275.68,1550.71,2516.57,2940.37,1646.11,74.33,12004.54,5378.59,10271.58,1720.87,15.39,4650.78,3914.57,2069.37
2022-05-05,2238.62,1534.73,2449.76,2881.23,1597.91,72.71,11744.39,5322.33,10007.41,1702.75,15.26,4577.41,3826.84,2019.87
2022-05-08,2256.57,1532.19,2516.16,2953.2,1651.48,74.2,11782.96,5333.9,10016.9,1738.61,15.33,4577.38,3935.46,2024.78
2022-05-09,2268.84,1546.96,2528.69,2934.98,1653.14,74.13,11700.84,5361.1,10073.93,1744.52,15.41,4638.12,3914.55,2060.0
2022-05-10,2313.0,1569.51,2624.69,2971.77,1707.23,75.83,11937.65,5424.06,10197.98,1779.63,15.47,4724.62,4018.15,2074.4
2022-05-11,2369.06,1592.88,2755.04,3024.57,1781.43,78.1,12154.83,5494.08,10441.72,1816.81,15.59,4878.51,4168.88,2095.56
2022-05-12,2350.42,1591.15,2701.32,2989.8,1771.53,76.74,11897.68,5574.34,10357.81,1824.2,15.41,4803.94,4079.87,2065.99
2022-05-17,2265.52,1553.2,2558.82,2912.72,1669.65,74.15,11305.09,5461.15,9872.0,1714.64,15.17,4660.65,3916.18,2005.13
2022-05-18,2274.42,1556.85,2612.13,2921.34,1688.38,74.64,11206.18,5434.88,9831.24,1727.67,15.13,4661.22,3971.73,2001.31
2022-05-19,2250.91,1550.29,2567.4,2900.28,1647.03,73.58,11033.9,5390.46,9688.2,1709.3,15.24,4610.5,3888.73,1976.39
2022-05-20,2235.09,1543.48,2554.09,2892.79,1630.23,72.96,10867.62,5369.32,9545.69,1680.63,15.32,4589.51,3861.8,1929.32
2022-05-23,2200.88,1525.82,2504.57,2822.09,1598.37,71.69,10625.25,5296.87,9384.98,1670.13,15.17,4511.48,3779.78,1907.47
2022-05-24,2217.19,1531.74,2556.2,2849.5,1626.44,72.04,10702.0,5357.66,9408.98,1681.96,15.14,4537.17,3833.09,1904.31
2022-05-25,2231.57,1539.93,2586.49,2849.57,1635.95,72.15,10768.5,5388.15,9543.49,1690.92,15.21,4566.2,3858.27,1933.52
2022-05-26,2239.6,1555.06,2579.15,2828.63,1628.22,72.39,10855.27,5372.3,9551.43,1673.68,15.34,4569.0,3846.44,1943.15
2022-05-27,2223.78,1548.87,2552.46,2831.02,1609.97,71.87,10779.57,5377.88,9482.46,1646.35,15.33,4549.74,3813.12,1927.86
2022-05-30,2173.44,1517.36,2485.33,2792.04,1570.84,70.27,10472.88,5250.29,9233.5,1599.5,15.01,4478.15,3715.6,1865.75
2022-05-31,2137.92,1488.35,2454.45,2757.71,1546.73,69.45,10401.04,5170.21,8997.08,1572.83,15.08,4403.44,3661.35,1832.6
2022-06-01,2130.71,1483.31,2471.31,2748.38,1552.59,69.32,10245.19,5137.16,8839.98,1569.44,15.02,4390.14,3682.64,1799.14
2022-06-02,2112.47,1472.19,2457.69,2734.98,1546.97,68.96,10098.57,5095.79,8701.83,1545.01,15.04,4360.72,3663.45,1752.43
2022-06-03,2078.7,1447.5,2425.76,2711.48,1525.75,67.64,9861.92,5006.93,8534.67,1532.42,14.78,4297.9,3606.77,1707.59
2022-06-06,2065.82,1427.0,2417.25,2704.7,1529.55,67.39,9681.52,5033.46,8474.93,1526.13,14.82,4320.7,3615.21,1707.48
2022-06-07,2020.23,1389.57,2373.09,2663.56,1491.6,65.88,9576.42,4890.14,8345.35,1502.22,14.68,4250.76,3529.76,1677.24
2022-06-08,2080.44,1419.07,2457.69,2756.3,1566.56,67.8,9869.55,5044.88,8658.8,1560.01,14.85,4405.57,3646.15,1735.5
2022-06-09,2062.8,1413.18,2413.86,2716.6,1528.79,67.38,9841.49,5011.63,8616.84,1532.87,14.8,4367.54,3572.7,1723.19
2022-06-10,2048.16,1408.91,2409.79,2682.27,1512.3,66.73,9779.31,4901.4,8511.03,1507.65,14.74,4348.16,3533.49,1715.65
2022-06-13,2032.34,1397.85,2404.57,2646.26,1495.02,65.81,9641.19,4849.91,8408.84,1506.1,14.66,4320.13,3516.76,1699.87
2022-06-14,1996.26,1385.39,2338.18,2599.63,1463.56,64.73,9454.31,4782.28,8166.11,1454.29,14.52,4242.93,3439.94,1646.88
2022-06-15,1966.37,1367.83,2284.04,2585.67,1433.93,63.16,9264.61,4704.59,8031.83,1453.83,14.4,4176.13,3386.28,1605.7
2022-06-16,1978.94,1374.21,2292.55,2597.92,1447.97,63.1,9269.7,4730.0,8065.83,1490.52,14.5,4215.28,3409.08,1629.46
2022-06-17,1971.36,1369.13,2273.86,2582.01,1439.59,62.73,9266.76,4721.89,8047.25,1482.32,14.5,4213.48,3394.87,1620.04
2022-06-19,1934.11,1356.53,2186.39,2534.51,1387.86,61.31,9144.08,4689.71,7892.43,1428.63,14.05,4148.45,3270.75,1589.22
2022-06-20,1884.81,1335.58,2091.12,2482.49,1336.78,59.6,8917.74,4605.0,7648.88,1376.85,13.76,4033.1,3135.78,1558.95
2022-06-21,1924.74,1352.11,2154.56,2533.05,1388.69,61.47,9112.64,4690.14,7807.21,1416.96,14.18,4129.8,3251.44,1608.38
2022-06-22,1893.53,1336.4,2101.02,2501.21,1352.58,60.43,8980.42,4636.15,7651.99,1379.25,14.06,4083.93,3159.32,1590.66
2022-06-23,1848.28,1315.11,2014.66,2434.08,1305.48,58.31,8837.04,4540.17,7433.93,1346.06,13.81,3981.77,3039.46,1551.27
2022-06-24,1862.06,1317.48,2038.71,2460.12,1330.4,58.57,8968.5,4569.79,7562.86,1358.14,13.72,4013.54,3096.5,1554.58
2022-06-26,1956.98,1352.98,2195.63,2606.92,1432.83,63.76,9338.74,4854.32,7925.74,1454.18,14.22,4244.57,3353.63,1675.67
2022-06-27,1933.13,1340.6,2135.3,2536.14,1401.98,64.4,9452.7,4813.01,7827.91,1416.26,14.03,4177.36,3236.09,1641.06
2022-06-28,1921.31,1340.89,2099.17,2518.22,1379.93,63.34,9549.6,4764.61,7717.95,1402.46,13.97,4138.56,3192.26,1627.06
2022-06-29,1962.71,1351.38,2177.21,2592.33,1438.36,65.13,9684.07,4896.36,7905.31,1445.83,14.37,4253.33,3335.88,1729.44
2022-06-30,2037.64,1380.54,2287.66,2732.21,1537.29,67.07,9969.51,5143.64,8292.97,1538.84,14.74,4458.31,3538.09,1860.49
2022-07-01,2028.77,1372.22,2276.45,2710.04,1544.41,66.48,9935.66,5112.17,8274.7,1530.39,14.66,4487.79,3488.75,1880.65
2022-07-03,2086.38,1389.05,2405.06,2804.9,1610.39,68.84,10106.25,5362.58,8457.5,1603.06,14.72,4626.94,3607.18,2055.51
2022-07-04,2076.67,1387.08,2392.22,2758.01,1604.09,68.79,10164.93,5317.21,8505.57,1573.36,14.73,4565.69,3554.22,2195.66
2022-07-05,2030.59,1369.91,2339.98,2680.22,1547.48,66.58,9949.01,5171.86,8265.7,1513.09,14.55,4452.66,3453.28,2107.77
2022-07-06,2043.92,1370.06,2374.6,2697.41,1596.86,66.96,10203.94,5189.08,8214.9,1531.57,14.48,4463.23,3526.95,2113.23
2022-07-07,2027.32,1360.61,2357.89,2665.2,1581.82,66.27,10100.15,5149.37,8197.0,1512.78,14.57,4425.94,3479.81,2085.44
2022-07-08,1992.61,1345.46,2298.89,2568.73,1534.47,64.85,9907.09,5027.6,8107.65,1484.42,14.41,4360.39,3385.04,2018.34
2022-07-11,1915.61,1308.25,2179.5,2512.62,1446.56,62.05,9456.87,4861.09,7742.15,1414.1,14.06,4172.86,3234.26,1901.73
2022-07-12,1927.28,1309.18,2204.68,2537.51,1463.47,62.66,9461.0,4925.89,7812.47,1423.86,14.08,4187.04,3257.11,1927.83
2022-07-13,1986.82,1335.6,2311.45,2650.19,1565.47,65.11,9647.6,5068.01,7976.95,1476.16,14.68,4321.78,3461.25,2033.98
2022-07-14,2001.53,1344.85,2361.05,2661.37,1594.08,65.09,9650.11,5105.97,7989.69,1489.08,14.78,4383.14,3497.35,2037.71
2022-07-15,2009.46,1363.39,2343.65,2650.39,1586.93,64.52,9688.18,5091.02,7986.31,1464.03,15.0,4451.78,3502.59,2025.56
2022-07-17,2011.39,1371.78,2317.28,2618.55,1575.69,65.11,9703.39,5134.57,7979.35,1457.61,14.97,4434.6,3501.12,2036.26
2022-07-18,2029.43,1373.78,2344.11,2751.09,1598.21,66.2,9820.45,5172.29,8087.84,1487.92,14.93,4466.75,3533.16,2044.95
2022-07-19,2045.63,1380.33,2360.06,2778.5,1642.41,66.55,9900.66,5236.48,8160.44,1491.1,14.94,4548.38,3574.74,2077.42
2022-07-20,2050.59,1379.78,2345.96,2772.67,1673.43,66.98,9851.45,5311.47,8197.15,1500.39,14.96,4550.92,3574.05,2065.26
2022-07-21,2044.72,1382.48,2333.11,2748.13,1659.54,66.32,9721.72,5286.63,8152.31,1530.28,14.89,4534.38,3545.17,2032.65
2022-07-22,2017.46,1367.31,2297.34,2697.02,1631.73,65.39,9612.05,5173.74,8119.66,1497.46,14.72,4485.53,3474.82,1981.88
2022-07-24,2078.51,1390.19,2381.83,2771.21,1749.57,67.49,9819.82,5274.13,8237.65,1601.28,14.89,4660.7,3652.13,2069.89
2022-07-25,2132.96,1411.7,2488.96,2846.88,1887.76,69.23,10034.34,5444.22,8363.42,1615.67,14.99,4846.67,3865.51,2120.27
2022-07-26,2088.16,1386.42,2440.65,2768.01,1835.41,67.46,9900.63,5350.06,8261.82,1558.18,14.81,4736.19,3751.11,2073.62
2022-07-27,2111.99,1387.34,2513.0,2791.88,1911.15,68.15,9935.41,5369.71,8305.63,1597.15,14.84,4843.91,3807.11,2069.86
2022-07-28,2127.42,1389.0,2542.98,2856.84,1970.93,70.16,9950.53,5345.0,8305.08,1593.9,14.91,4914.64,3892.53,2074.58
2022-07-29,2140.39,1392.28,2540.51,2966.45,1989.99,70.76,9958.42,5381.4,8290.06,1617.04,14.79,4934.8,4073.65,2077.83
2022-07-31,2195.1,1432.91,2560.94,3046.64,1958.06,74.13,10339.4,5479.83,8664.14,1669.81,14.9,4989.06,4105.23,2153.11
2022-08-01,2196.25,1438.61,2579.35,2985.77,1957.36,74.63,10333.61,5592.64,8644.36,1658.96,14.85,4930.37,4045.81,2229.33
2022-08-02,2193.43,1432.35,2607.64,2957.45,1981.64,74.19,10270.98,5593.56,8636.71,1641.65,14.88,4972.03,4023.46,2272.75
2022-08-03,2186.77,1422.45,2650.34,2942.6,1979.63,74.0,10197.27,5580.38,8551.16,1621.37,14.91,4979.29,3999.86,2359.43
2022-08-04,2148.16,1402.39,2592.26,2838.02,1921.39,72.4,10029.44,5508.53,8503.03,1582.52,14.75,4898.68,3899.35,2238.45
2022-08-05,2113.3,1380.23,2552.73,2812.29,1856.1,70.9,9909.45,5440.69,8407.72,1573.36,14.88,4782.51,3812.65,2175.8
2022-08-07,2123.82,1380.46,2578.95,2873.03,1889.6,71.17,9904.89,5443.43,8408.46,1595.93,14.88,4810.39,3865.09,2223.4
2022-08-08,2106.15,1374.61,2552.13,2826.86,1864.76,70.19,9802.98,5449.08,8371.98,1557.28,14.92,4792.91,3813.05,2212.02
2022-08-09,2062.8,1356.57,2474.13,2792.24,1804.49,68.87,9680.47,5378.7,8248.54,1498.55,14.78,4667.29,3690.37,2141.71
2022-08-10,2056.88,1351.26,2461.78,2780.61,1788.34,69.34,9670.74,5405.8,8172.72,1493.9,14.68,4651.77,3682.76,2109.84
2022-08-11,2037.92,1348.23,2429.99,2730.6,1748.17,68.1,9602.92,5323.62,8108.94,1463.0,14.75,4617.83,3625.43,2109.73
2022-08-14,2010.01,1339.27,2384.78,2709.43,1703.07,66.24,9369.24,5132.89,8056.09,1446.4,14.63,4567.33,3577.96,2062.04
2022-08-15,2065.89,1355.9,2490.51,2793.7,1828.73,68.1,9516.52,5156.84,8310.29,1537.12,14.73,4703.35,3768.78,2152.34
2022-08-16,2041.06,1352.48,2411.31,2769.37,1780.87,67.05,9442.37,5058.73,8168.27,1526.36,14.59,4643.65,3667.74,2114.33
2022-08-17,2040.7,1348.73,2427.63,2769.19,1790.18,66.91,9397.04,5061.25,8201.36,1522.95,14.65,4646.74,3693.49,2110.49
2022-08-18,2068.26,1356.66,2498.4,2785.3,1844.11,67.89,9449.35,5114.44,8258.91,1558.68,14.71,4708.3,3810.49,2134.23
2022-08-21,2060.55,1357.97,2469.61,2822.17,1827.21,67.36,9412.32,5137.22,8267.22,1532.72,14.62,4700.59,3775.29,2093.08
2022-08-22,2053.13,1356.49,2452.77,2792.64,1818.62,67.08,9409.38,5105.0,8219.89,1522.56,14.65,4685.26,3751.24,2092.14
2022-08-23,2054.95,1361.47,2453.38,2755.17,1812.55,67.08,9417.96,5134.37,8214.87,1523.13,14.58,4673.71,3736.48,2103.09
2022-08-24,2057.85,1364.05,2464.98,2763.92,1806.84,67.15,9465.75,5124.92,8199.69,1516.22,14.53,4683.22,3745.19,2080.84
2022-08-25,2039.55,1359.16,2425.82,2722.28,1769.47,66.63,9407.19,5044.97,8177.96,1482.89,14.45,4656.15,3687.38,2060.11
2022-08-26,2022.62,1349.46,2385.17,2718.24,1736.3,65.94,9441.29,4990.29,8121.17,1476.14,14.43,4614.74,3639.7,2021.2
2022-08-28,1989.26,1338.96,2303.55,2646.85,1671.42,64.32,9326.42,4927.06,7955.22,1468.33,14.51,4511.1,3545.58,1970.77
2022-08-29,1993.02,1338.82,2310.47,2682.22,1702.97,63.94,9369.54,4967.61,7962.31,1475.26,14.35,4507.12,3573.71,1987.91
2022-08-30,1995.21,1338.06,2292.48,2677.41,1692.06,64.13,9367.18,4979.34,7955.94,1509.08,14.36,4511.39,3579.94,1989.47
2022-08-31,1973.38,1330.99,2243.23,2640.93,1651.18,63.51,9226.76,4931.55,7907.37,1493.2,14.26,4446.26,3512.11,1963.29
2022-09-01,1972.29,1328.8,2253.61,2665.75,1672.86,63.4,9281.57,4928.21,7969.5,1464.57,14.26,4447.95,3519.32,1956.48
2022-09-02,1970.62,1327.03,2254.55,2658.17,1667.77,63.24,9275.89,4905.28,7938.49,1471.82,14.23,4448.41,3509.68,1956.05
2022-09-04,1977.3,1328.58,2276.06,2641.56,1678.22,63.31,9322.08,4896.93,8085.5,1458.66,14.19,4470.01,3564.91,1960.98
2022-09-05,1973.01,1327.19,2269.96,2633.51,1668.35,62.99,9319.43,4898.8,8081.13,1443.82,14.06,4473.01,3554.08,1952.98
2022-09-06,1951.79,1320.35,2222.18,2639.18,1633.04,62.19,9233.79,4875.42,7933.23,1425.04,14.11,4420.6,3489.2,1923.27
2022-09-07,1939.88,1314.97,2200.99,2617.92,1621.53,61.39,9197.55,4871.12,7899.34,1417.69,14.22,4388.28,3451.96,1876.5
2022-09-08,1937.74,1310.91,2214.78,2628.89,1643.72,61.4,9172.73,4858.11,7901.05,1398.84,14.1,4386.72,3489.09,1858.9
2022-09-11,1926.28,1307.57,2180.59,2591.85,1620.89,60.78,9133.05,4852.44,7862.6,1402.91,14.01,4350.11,3437.31,1847.73
2022-09-12,1912.74,1302.41,2149.93,2585.23,1603.41,60.36,9080.49,4838.88,7815.72,1379.1,14.03,4319.85,3423.03,1840.21
2022-09-13,1934.04,1313.67,2170.72,2615.14,1637.52,61.31,9176.72,4929.53,7874.49,1394.92,14.14,4373.43,3483.06,1864.77
2022-09-14,1981.48,1338.13,2249.33,2682.12,1734.64,62.88,9309.91,5041.28,7991.44,1435.41,14.31,4479.26,3643.94,1972.06
2022-09-15,1924.48,1313.81,2148.93,2590.38,1643.73,60.81,9132.79,4882.21,7794.77,1378.84,14.03,4339.66,3474.57,1893.82
2022-09-16,1910.38,1306.94,2123.69,2571.09,1621.32,60.05,9110.52,4826.31,7767.42,1374.78,14.04,4295.8,3430.55,1887.8
2022-09-18,1876.41,1294.61,2058.0,2530.12,1573.88,58.92,8888.7,4754.67,7642.81,1340.33,13.75,4218.37,3338.98,1826.57
2022-09-20,1837.6,1274.57,1988.56,2494.99,1513.67,57.09,8731.09,4656.74,7525.61,1327.37,13.62,4114.06,3232.39,1778.36
2022-09-21,1848.82,1281.31,2000.3,2525.77,1540.81,57.44,8766.64,4711.53,7545.25,1329.87,13.56,4142.41,3277.15,1792.4
2022-09-22,1838.96,1281.08,1980.71,2521.76,1516.72,57.09,8724.85,4678.8,7486.68,1316.78,13.52,4099.12,3249.8,1791.34
2022-09-25,1815.13,1272.91,1930.43,2501.1,1477.68,55.48,8648.47,4594.34,7427.58,1294.91,13.48,4047.88,3200.49,1778.22
2022-09-27,1831.05,1285.47,1955.09,2500.18,1499.27,55.71,8698.79,4611.02,7459.32,1303.64,13.41,4084.24,3252.36,1794.5
2022-09-28,1837.46,1289.02,1959.66,2512.98,1495.38,55.98,8719.87,4645.3,7486.69,1300.71,13.36,4123.45,3270.47,1790.15
2022-09-29,1853.76,1302.36,1967.67,2535.18,1508.55,56.78,8714.25,4702.98,7508.53,1303.64,13.52,4191.82,3309.31,1791.65
2022-10-09,1898.38,1327.93,2024.18,2584.79,1579.22,58.16,8901.33,4824.03,7644.02,1335.82,13.62,4304.19,3458.33,1808.82
2022-10-10,1871.22,1312.83,1980.57,2539.64,1541.54,57.38,8829.79,4782.44,7529.97,1317.39,13.73,4230.34,3366.64,1798.99
2022-10-11,1855.16,1303.12,1964.77,2540.44,1528.45,56.59,8706.03,4746.4,7459.18,1301.44,13.77,4212.67,3323.44,1799.79
2022-10-12,1866.48,1307.35,1980.51,2563.62,1569.31,56.8,8755.98,4785.88,7505.92,1311.06,13.53,4231.23,3392.84,1785.9
2022-10-13,1870.63,1308.29,1978.16,2568.41,1583.33,56.92,8771.22,4859.22,7538.53,1313.55,13.55,4234.94,3426.85,1787.07
2022-10-16,1860.94,1311.54,1956.31,2552.51,1555.15,55.96,8694.98,4873.05,7482.3,1302.91,13.48,4199.52,3366.16,1763.28
2022-10-17,1858.33,1313.06,1942.13,2562.88,1538.01,55.61,8668.85,4855.04,7495.07,1307.58,13.51,4193.5,3338.68,1764.94
2022-10-19,1845.51,1310.26,1906.67,2602.87,1499.0,55.08,8649.86,4812.65,7439.56,1293.44,13.53,4161.59,3293.62,1748.38
2022-10-20,1844.14,1310.17,1896.6,2596.68,1495.9,55.18,8644.11,4811.84,7406.69,1292.65,13.5,4161.52,3301.7,1760.5
2022-10-23,1858.49,1321.22,1915.55,2576.73,1500.82,55.6,8683.16,4822.39,7496.78,1304.51,13.46,4191.02,3335.35,1764.85
2022-10-31,1874.87,1341.38,1914.42,2619.21,1511.56,55.73,8708.18,4853.3,7507.85,1325.26,13.57,4203.35,3332.04,1784.96
2022-11-01,1930.99,1370.85,2001.34,2673.97,1596.63,58.05,8883.44,5014.84,7702.67,1397.52,13.64,4297.07,3453.53,1866.36
2022-11-02,1938.3,1368.24,2018.21,2690.31,1605.29,58.33,8938.57,5027.96,7701.04,1417.62,13.67,4333.96,3487.19,1843.39
2022-11-03,1922.16,1356.88,1990.56,2669.39,1585.84,57.95,8939.97,5014.84,7701.67,1400.3,13.57,4286.73,3445.6,1823.43
2022-11-06,1965.36,1368.26,2057.24,2730.56,1650.54,59.09,9035.07,5206.08,7834.93,1457.06,13.56,4482.93,3536.64,1887.6
