Symbol,Date,Close
BANKING,2019-12-04,1024.3
BANKING,2019-12-05,1026.41
BANKING,2019-12-08,1026.89
BANKING,2019-12-09,1034.8
BANKING,2019-12-10,1041.88
BANKING,2019-12-11,1046.15
BANKING,2019-12-12,1048.97
BANKING,2019-12-15,1051.79
BANKING,2019-12-16,1044.56
BANKING,2019-12-17,1042.98
BANKING,2019-12-18,1041.24
BANKING,2019-12-19,1039.3
BANKING,2019-12-22,1038.38
BANKING,2019-12-23,1041.7
BANKING,2019-12-24,1042.55
BANKING,2019-12-25,1042.97
BANKING,2019-12-26,1043.66
BANKING,2019-12-29,1035.01
BANKING,2019-12-30,1032.8
BANKING,2019-12-31,1034.84
BANKING,2020-01-01,1038.22
BANKING,2020-01-02,1036.01
BANKING,2020-01-05,1052.75
BANKING,2020-01-06,1078.62
BANKING,2020-01-07,1097.64
BANKING,2020-01-08,1086.43
BANKING,2020-01-09,1085.01
BANKING,2020-01-12,1112.31
BANKING,2020-01-13,1127.12
BANKING,2020-01-14,1116.76
BANKING,2020-01-15,1143.92
BANKING,2020-01-16,1163.3
BANKING,2020-01-19,1181.24
BANKING,2020-01-20,1165.36
BANKING,2020-01-21,1170.03
BANKING,2020-01-22,1161.41
BANKING,2020-01-23,1140.19
BANKING,2020-01-26,1121.73
BANKING,2020-01-27,1139.74
BANKING,2020-01-28,1138.62
BANKING,2020-01-29,1130.67
BANKING,2020-01-30,1148.92
BANKING,2020-02-02,1175.96
BANKING,2020-02-03,1172.6
BANKING,2020-02-04,1158.62
BANKING,2020-02-05,1162.39
BANKING,2020-02-06,1153.81
BANKING,2020-02-09,1141.42
BANKING,2020-02-10,1142.21
BANKING,2020-02-11,1156.69
BANKING,2020-02-12,1153.71
BANKING,2020-02-13,1144.77
BANKING,2020-02-16,1149.92
BANKING,2020-02-17,1191.04
BANKING,2020-02-18,1198.57
BANKING,2020-02-19,1194.82
BANKING,2020-02-20,1202.72
BANKING,2020-02-23,1288.74
BANKING,2020-02-24,1293.5
BANKING,2020-02-25,1306.39
BANKING,2020-02-26,1356.86
BANKING,2020-02-27,1440.15
BANKING,2020-03-01,1414.91
BANKING,2020-03-02,1319.51
BANKING,2020-03-03,1342.14
BANKING,2020-03-04,1281.18
BANKING,2020-03-05,1266.93
BANKING,2020-03-10,1183.57
BANKING,2020-03-11,1252.03
BANKING,2020-03-12,1211.61
BANKING,2020-03-15,1154.61
BANKING,2020-03-16,1155.71
BANKING,2020-03-17,1122.55
BANKING,2020-03-18,1106.74
BANKING,2020-03-19,1120.39
BANKING,2020-03-22,1093.26
BANKING,2020-05-12,1067.15
BANKING,2020-05-13,1041.5
BANKING,2020-06-29,1016.28
BANKING,2020-06-30,1090.0
BANKING,2020-07-01,1172.3
BANKING,2020-07-02,1085.17
BANKING,2020-07-05,1088.52
BANKING,2020-07-06,1109.81
BANKING,2020-07-07,1135.64
BANKING,2020-07-08,1124.85
BANKING,2020-07-09,1124.47
BANKING,2020-07-12,1123.34
BANKING,2020-07-13,1124.53
BANKING,2020-07-14,1128.62
BANKING,2020-07-15,1153.0
BANKING,2020-07-16,1193.99
BANKING,2020-07-19,1282.86
BANKING,2020-07-20,1286.0
BANKING,2020-07-21,1265.25
BANKING,2020-07-22,1243.74
BANKING,2020-07-23,1246.73
BANKING,2020-07-26,1263.23
BANKING,2020-07-27,1261.98
BANKING,2020-07-28,1254.36
BANKING,2020-07-29,1233.49
BANKING,2020-07-30,1238.53
BANKING,2020-08-02,1197.04
BANKING,2020-08-03,1204.09
BANKING,2020-08-06,1179.91
BANKING,2020-08-09,1187.83
BANKING,2020-08-10,1220.76
BANKING,2020-08-11,1214.21
BANKING,2020-08-12,1218.02
BANKING,2020-08-13,1201.73
BANKING,2020-08-16,1182.37
BANKING,2020-08-17,1188.96
BANKING,2020-08-18,1188.49
BANKING,2020-08-19,1173.38
BANKING,2020-08-20,1178.8
BANKING,2020-08-23,1183.6
BANKING,2020-08-24,1199.67
