Symbol,Date,Close
HYDROPOWER,2019-12-03,921.64
HYDROPOWER,2019-12-04,924.68
HYDROPOWER,2019-12-05,933.41
HYDROPOWER,2019-12-08,928.77
HYDROPOWER,2019-12-09,945.57
HYDROPOWER,2019-12-10,941.06
HYDROPOWER,2019-12-11,947.25
HYDROPOWER,2019-12-12,976.22
HYDROPOWER,2019-12-15,960.05
HYDROPOWER,2019-12-16,945.53
HYDROPOWER,2019-12-17,945.83
HYDROPOWER,2019-12-18,938.43
HYDROPOWER,2019-12-19,940.11
HYDROPOWER,2019-12-22,938.51
HYDROPOWER,2019-12-23,946.27
HYDROPOWER,2019-12-24,945.9
HYDROPOWER,2019-12-25,943.17
HYDROPOWER,2019-12-26,936.7
HYDROPOWER,2019-12-29,930.79
HYDROPOWER,2019-12-30,925.63
HYDROPOWER,2019-12-31,932.09
HYDROPOWER,2020-01-01,932.29
HYDROPOWER,2020-01-02,934.53
HYDROPOWER,2020-01-05,943.21
HYDROPOWER,2020-01-06,943.35
HYDROPOWER,2020-01-07,960.9
HYDROPOWER,2020-01-08,955.69
HYDROPOWER,2020-01-09,954.64
HYDROPOWER,2020-01-12,985.71
HYDROPOWER,2020-01-13,1034.41
HYDROPOWER,2020-01-14,1023.06
HYDROPOWER,2020-01-15,1027.34
HYDROPOWER,2020-01-16,1035.32
HYDROPOWER,2020-01-19,1080.77
HYDROPOWER,2020-01-20,1038.56
HYDROPOWER,2020-01-21,1037.79
HYDROPOWER,2020-01-22,1021.86
HYDROPOWER,2020-01-23,1006.35
HYDROPOWER,2020-01-26,987.39
HYDROPOWER,2020-01-27,1006.9
HYDROPOWER,2020-01-28,998.7
HYDROPOWER,2020-01-29,991.57
HYDROPOWER,2020-01-30,1001.23
HYDROPOWER,2020-02-02,1004.32
HYDROPOWER,2020-02-03,1052.76
HYDROPOWER,2020-02-04,1036.28
HYDROPOWER,2020-02-05,1030.15
HYDROPOWER,2020-02-06,1021.32
HYDROPOWER,2020-02-09,1012.99
HYDROPOWER,2020-02-10,1007.78
HYDROPOWER,2020-02-11,1017.67
HYDROPOWER,2020-02-12,1010.68
HYDROPOWER,2020-02-13,1007.2
HYDROPOWER,2020-02-16,1016.66
HYDROPOWER,2020-02-17,1048.83
HYDROPOWER,2020-02-18,1031.21
HYDROPOWER,2020-02-19,1036.02
HYDROPOWER,2020-02-20,1049.93
HYDROPOWER,2020-02-23,1083.68
HYDROPOWER,2020-02-24,1072.1
HYDROPOWER,2020-02-25,1118.61
HYDROPOWER,2020-02-26,1123.8
HYDROPOWER,2020-02-27,1102.3
HYDROPOWER,2020-03-01,1080.09
HYDROPOWER,2020-03-02,1037.82
HYDROPOWER,2020-03-03,1042.76
HYDROPOWER,2020-03-04,1012.8
HYDROPOWER,2020-03-05,1003.49
HYDROPOWER,2020-03-10,965.45
HYDROPOWER,2020-03-11,1013.77
HYDROPOWER,2020-03-12,980.86
HYDROPOWER,2020-03-15,947.99
HYDROPOWER,2020-03-16,949.11
HYDROPOWER,2020-03-17,936.23
HYDROPOWER,2020-03-18,928.77
HYDROPOWER,2020-03-19,937.92
HYDROPOWER,2020-03-22,933.06
HYDROPOWER,2020-05-12,917.7
HYDROPOWER,2020-05-13,899.67
HYDROPOWER,2020-06-29,886.33
HYDROPOWER,2020-06-30,926.1
HYDROPOWER,2020-07-01,959.77
HYDROPOWER,2020-07-02,924.82
HYDROPOWER,2020-07-05,921.97
HYDROPOWER,2020-07-06,934.43
HYDROPOWER,2020-07-07,960.92
HYDROPOWER,2020-07-08,952.24
HYDROPOWER,2020-07-09,957.06
HYDROPOWER,2020-07-12,956.68
HYDROPOWER,2020-07-13,958.34
HYDROPOWER,2020-07-14,961.3
HYDROPOWER,2020-07-15,966.17
HYDROPOWER,2020-07-16,976.1
HYDROPOWER,2020-07-19,1012.46
HYDROPOWER,2020-07-20,1000.01
HYDROPOWER,2020-07-21,978.56
HYDROPOWER,2020-07-22,965.53
HYDROPOWER,2020-07-23,972.15
HYDROPOWER,2020-07-26,969.95
HYDROPOWER,2020-07-27,967.36
HYDROPOWER,2020-07-28,963.73
HYDROPOWER,2020-07-29,961.49
HYDROPOWER,2020-07-30,968.9
HYDROPOWER,2020-08-02,954.5
HYDROPOWER,2020-08-03,950.94
HYDROPOWER,2020-08-06,943.83
HYDROPOWER,2020-08-09,946.88
HYDROPOWER,2020-08-10,970.11
HYDROPOWER,2020-08-11,969.08
HYDROPOWER,2020-08-12,965.74
HYDROPOWER,2020-08-13,955.41
HYDROPOWER,2020-08-16,949.62
HYDROPOWER,2020-08-17,948.15
HYDROPOWER,2020-08-18,949.81
HYDROPOWER,2020-08-19,943.6
HYDROPOWER,2020-08-20,951.02
HYDROPOWER,2020-08-23,949.64
HYDROPOWER,2020-08-24,956.86
HYDROPOWER,2020-08-25,965.9
HYDROPOWER,2020-08-26,977.16
HYDROPOWER,2020-08-27,969.98
HYDROPOWER,2020-08-30,979.37
HYDROPOWER,2020-08-31,1012.98
HYDROPOWER,2020-09-02,1107.2
HYDROPOWER,2020-09-03,1082.22
HYDROPOWER,2020-09-06,1076.48
HYDROPOWER,2020-09-07,1072.95
HYDROPOWER,2020-09-08,1094.04
HYDROPOWER,2020-09-09,1101.07
HYDROPOWER,2020-09-10,1103.38
HYDROPOWER,2020-09-13,1143.53
HYDROPOWER,2020-09-14,1155.73
HYDROPOWER,2020-09-15,1147.57
HYDROPOWER,2020-09-16,1201.67
HYDROPOWER,2020-09-17,1290.05
HYDROPOWER,2020-09-20,1237.68
HYDROPOWER,2020-09-21,1231.8
HYDROPOWER,2020-09-22,1206.89
HYDROPOWER,2020-09-23,1240.68
HYDROPOWER,2020-09-24,1296.39
HYDROPOWER,2020-09-27,1283.29
HYDROPOWER,2020-09-28,1280.38
HYDROPOWER,2020-09-29,1308.43
HYDROPOWER,2020-09-30,1317.13
HYDROPOWER,2020-10-01,1292.38
HYDROPOWER,2020-10-04,1277.12
HYDROPOWER,2020-10-05,1304.5
HYDROPOWER,2020-10-06,1371.33
HYDROPOWER,2020-10-07,1447.25
HYDROPOWER,2020-10-08,1402.69
HYDROPOWER,2020-10-11,1374.93
HYDROPOWER,2020-10-12,1367.82
HYDROPOWER,2020-10-13,1339.97
HYDROPOWER,2020-10-14,1323.97
HYDROPOWER,2020-10-15,1331.08
HYDROPOWER,2020-10-18,1326.01
HYDROPOWER,2020-10-19,1369.87
HYDROPOWER,2020-10-20,1397.6
HYDROPOWER,2020-10-21,1385.75
HYDROPOWER,2020-10-22,1379.32
HYDROPOWER,2020-10-28,1383.18
HYDROPOWER,2020-10-29,1389.93
HYDROPOWER,2020-11-01,1409.24
HYDROPOWER,2020-11-02,1409.77
HYDROPOWER,2020-11-03,1416.92
HYDROPOWER,2020-11-04,1418.5
HYDROPOWER,2020-11-05,1432.42
HYDROPOWER,2020-11-08,1463.02
HYDROPOWER,2020-11-09,1447.79
HYDROPOWER,2020-11-10,1447.11
HYDROPOWER,2020-11-11,1451.5
HYDROPOWER,2020-11-12,1445.06
HYDROPOWER,2020-11-18,1426.44
HYDROPOWER,2020-11-19,1448.07
HYDROPOWER,2020-11-22,1426.64
HYDROPOWER,2020-11-23,1424.9
HYDROPOWER,2020-11-24,1446.21
HYDROPOWER,2020-11-25,1470.99
HYDROPOWER,2020-11-26,1477.81
HYDROPOWER,2020-11-29,1504.46
HYDROPOWER,2020-11-30,1593.69
HYDROPOWER,2020-12-01,1632.32
HYDROPOWER,2020-12-02,1721.31
HYDROPOWER,2020-12-03,1731.67
HYDROPOWER,2020-12-06,1645.16
