Symbol,Date,Close
INVESTMENT,2021-02-28,95.87
INVESTMENT,2021-03-01,97.66
INVESTMENT,2021-03-02,95.74
INVESTMENT,2021-03-03,93.48
INVESTMENT,2021-03-04,98.39
INVESTMENT,2021-03-07,96.64
INVESTMENT,2021-03-09,95.31
INVESTMENT,2021-03-10,95.33
INVESTMENT,2021-03-14,92.78
INVESTMENT,2021-03-15,93.3
INVESTMENT,2021-03-16,93.51
INVESTMENT,2021-03-17,94.77
INVESTMENT,2021-03-18,96.73
INVESTMENT,2021-03-21,97.97
INVESTMENT,2021-03-22,96.57
INVESTMENT,2021-03-23,97.6
INVESTMENT,2021-03-24,102.53
INVESTMENT,2021-03-25,103.72
INVESTMENT,2021-03-29,103.66
INVESTMENT,2021-03-30,104.03
INVESTMENT,2021-03-31,105.82
INVESTMENT,2021-04-01,104.73
INVESTMENT,2021-04-04,102.27
INVESTMENT,2021-04-05,101.41
INVESTMENT,2021-04-06,104.12
INVESTMENT,2021-04-07,102.4
INVESTMENT,2021-04-08,101.97
INVESTMENT,2021-04-12,101.64
INVESTMENT,2021-04-13,101.18
INVESTMENT,2021-04-15,102.77
INVESTMENT,2021-04-18,102.32
INVESTMENT,2021-04-19,101.74
INVESTMENT,2021-04-20,100.69
INVESTMENT,2021-04-21,99.26
INVESTMENT,2021-04-22,99.43
INVESTMENT,2021-04-25,96.07
INVESTMENT,2021-04-26,93.32
INVESTMENT,2021-04-27,97.66
INVESTMENT,2021-04-28,97.57
INVESTMENT,2021-04-29,97.45
INVESTMENT,2021-05-02,98.2
INVESTMENT,2021-05-03,98.66
INVESTMENT,2021-05-04,98.88
INVESTMENT,2021-05-05,98.37
INVESTMENT,2021-05-06,98.52
INVESTMENT,2021-05-09,97.66
INVESTMENT,2021-05-10,98.66
INVESTMENT,2021-05-11,100.15
INVESTMENT,2021-05-12,100.91
INVESTMENT,2021-05-13,100.51
INVESTMENT,2021-05-16,102.55
INVESTMENT,2021-05-17,102.8
INVESTMENT,2021-05-18,105.66
INVESTMENT,2021-05-19,103.8
INVESTMENT,2021-05-20,103.06
INVESTMENT,2021-05-23,103.14
INVESTMENT,2021-05-24,104.56
INVESTMENT,2021-05-25,103.38
INVESTMENT,2021-05-27,102.71
INVESTMENT,2021-05-30,102.43
INVESTMENT,2021-05-31,101.46
INVESTMENT,2021-06-01,100.61
INVESTMENT,2021-06-02,101.52
INVESTMENT,2021-06-03,101.59
INVESTMENT,2021-06-06,105.62
INVESTMENT,2021-06-07,105.53
