Date,NEPSE,Banking,Finance,Hotels And Tourism,Hydropower,Investment,LifeInsurance,Manufacture,Microfinance,Mutual Fund,NonLifeInsurance,Others,Trading
2019-12-03,1115.74,,555.38,1749.47,921.64,,5081.98,2241.18,1487.6,9.03,3966.85,639.51,432.99
2019-12-04,1124.47,1024.3,557.38,1753.57,924.68,,5224.89,2243.59,1520.64,9.12,4068.5,645.12,435.58
2019-12-05,1131.92,1026.41,558.96,1770.04,933.41,,5378.1,2228.45,1545.19,9.23,4140.5,649.33,451.95
2019-12-08,1135.37,1026.89,557.17,1778.98,928.77,,5366.45,2220.22,1562.28,9.22,4106.2,668.8,460.92
2019-12-09,1148.89,1034.8,564.17,1792.04,945.57,,5427.43,2249.95,1612.71,9.22,4262.54,668.06,477.55
2019-12-10,1151.36,1041.88,564.63,1820.22,941.06,,5436.57,2241.38,1614.59,9.23,4259.58,656.83,501.31
2019-12-11,1161.47,1046.15,570.87,1843.0,947.25,,5515.86,2211.07,1671.67,9.25,4372.71,661.97,530.87
2019-12-12,1172.64,1048.97,572.27,1839.3,976.22,,5794.55,2166.08,1663.45,9.33,4704.75,660.02,511.86
2019-12-15,1167.86,1051.79,569.96,1796.09,960.05,,5642.63,2152.23,1627.17,9.28,4671.23,662.31,527.79
2019-12-16,1154.11,1044.56,566.3,1789.97,945.53,,5506.1,2135.32,1613.13,9.25,4499.14,647.99,524.09
2019-12-17,1155.37,1042.98,566.04,1777.23,945.83,,5552.68,2130.57,1623.01,9.27,4537.89,650.28,539.93
2019-12-18,1152.07,1041.24,564.74,1734.16,938.43,,5530.31,2118.8,1614.83,9.26,4500.16,650.96,560.12
2019-12-19,1149.64,1039.3,569.84,1749.35,940.11,,5488.31,2158.66,1609.76,9.31,4463.94,645.95,565.88
2019-12-22,1150.81,1038.38,566.78,1793.96,938.51,,5444.54,2228.97,1611.21,9.36,4439.74,651.76,555.42
2019-12-23,1168.58,1041.7,578.32,1840.95,946.27,,5615.42,2342.87,1641.95,9.28,4598.54,683.4,570.99
2019-12-24,1166.21,1042.55,578.33,1805.94,945.9,,5575.08,2332.68,1631.04,9.28,4538.99,683.78,572.58
2019-12-25,1168.03,1042.97,577.33,1812.06,943.17,,5644.78,2352.58,1625.06,9.29,4555.22,685.88,570.33
2019-12-26,1167.41,1043.66,576.08,1802.18,936.7,,5661.34,2328.32,1624.33,9.26,4530.55,685.63,606.05
2019-12-29,1162.43,1035.01,578.06,1786.55,930.79,,5742.05,2317.23,1615.51,9.09,4520.07,687.12,653.93
2019-12-30,1167.95,1032.8,575.7,1793.5,925.63,,5998.58,2377.12,1619.26,9.22,4581.97,693.65,669.09
2019-12-31,1166.03,1034.84,571.5,1825.66,932.09,,5993.78,2365.23,1638.23,9.2,4568.22,665.46,682.88
2020-01-01,1169.5,1038.22,570.6,1993.98,932.29,,5911.42,2371.11,1663.92,9.3,4540.4,663.68,686.72
2020-01-02,1166.21,1036.01,569.47,1920.99,934.53,,5862.58,2412.33,1679.48,9.28,4524.18,651.71,682.77
2020-01-05,1182.31,1052.75,573.33,1931.63,943.21,,5946.26,2414.72,1719.72,9.3,4583.47,654.47,689.11
2020-01-06,1200.69,1078.62,574.82,1934.6,943.35,,5958.39,2419.17,1756.05,9.45,4584.26,658.03,676.85
2020-01-07,1216.92,1097.64,579.84,1926.23,960.9,,5959.44,2396.51,1788.95,9.46,4670.82,659.54,677.87
2020-01-08,1209.6,1086.43,585.44,1908.53,955.69,,5948.33,2410.27,1803.41,9.55,4608.89,659.88,670.29
2020-01-09,1213.11,1085.01,585.1,1902.14,954.64,,5967.44,2399.76,1866.41,9.48,4704.29,657.32,674.54
2020-01-12,1255.72,1112.31,599.02,1977.98,985.71,,6376.71,2434.3,1988.61,9.72,5088.5,675.25,686.13
2020-01-13,1270.86,1127.12,609.9,1990.57,1034.41,,6428.78,2432.24,1974.72,9.75,5127.51,682.24,711.25
2020-01-14,1263.38,1116.76,618.33,1995.97,1023.06,,6377.12,2428.56,1966.0,9.68,5078.72,687.44,776.32
2020-01-15,1284.23,1143.92,638.46,1992.44,1027.34,,6458.18,2412.5,1993.2,9.74,5102.35,686.6,839.79
2020-01-16,1310.23,1163.3,665.01,2066.99,1035.32,,6700.76,2509.81,2069.38,10.05,5228.06,687.4,868.38
2020-01-19,1343.65,1181.24,700.17,2115.98,1080.77,,7104.01,2569.75,2101.44,10.6,5565.08,697.26,860.4
2020-01-20,1317.11,1165.36,677.84,2051.89,1038.56,,6949.35,2497.84,2043.56,10.42,5448.77,683.73,805.81
2020-01-21,1320.47,1170.03,674.36,2054.21,1037.79,,7010.82,2517.05,2041.17,10.27,5529.94,676.29,814.02
2020-01-22,1313.42,1161.41,672.42,2030.53,1021.86,,7173.56,2493.48,2030.81,10.21,5506.89,670.34,802.89
2020-01-23,1297.47,1140.19,665.17,1997.98,1006.35,,7214.45,2480.94,2015.82,10.19,5440.27,672.06,791.23
2020-01-26,1276.68,1121.73,654.5,1958.18,987.39,,7089.45,2454.89,1989.01,10.13,5288.53,665.34,774.51
2020-01-27,1300.62,1139.74,657.36,2041.5,1006.9,,7263.49,2464.75,2055.44,10.16,5438.29,670.49,809.09
2020-01-28,1306.15,1138.62,657.93,2002.08,998.7,,7422.77,2469.18,2098.01,10.26,5579.62,674.53,785.54
2020-01-29,1305.88,1130.67,655.72,2018.24,991.57,,7389.9,2456.73,2188.96,10.12,5676.81,672.54,801.84
2020-01-30,1325.38,1148.92,662.08,2042.32,1001.23,,7558.53,2466.15,2207.57,10.15,5901.45,674.46,786.53
2020-02-02,1346.64,1175.96,666.26,2050.98,1004.32,,7557.44,2513.93,2229.7,10.23,6002.96,677.62,785.91
2020-02-03,1349.13,1172.6,665.47,2033.96,1052.76,,7514.64,2510.8,2221.95,10.29,6062.24,678.06,783.53
2020-02-04,1337.04,1158.62,666.1,1959.73,1036.28,,7438.02,2499.25,2199.07,10.15,6091.02,678.95,775.81
2020-02-05,1342.36,1162.39,671.5,2012.73,1030.15,,7476.28,2488.19,2205.09,10.01,6117.5,690.08,803.86
2020-02-06,1333.69,1153.81,670.78,1987.1,1021.32,,7500.16,2489.86,2187.63,9.99,6029.03,686.87,802.66
2020-02-09,1319.99,1141.42,665.26,1932.77,1012.99,,7424.3,2507.33,2166.94,9.93,5897.52,682.82,797.03
2020-02-10,1324.26,1142.21,664.4,1943.55,1007.78,,7422.81,2532.84,2196.73,9.93,5969.93,688.17,805.44
2020-02-11,1341.38,1156.69,667.31,1945.12,1017.67,,7476.07,2553.1,2266.95,10.09,6063.4,694.56,794.77
2020-02-12,1345.97,1153.71,671.13,1948.98,1010.68,,7534.46,2577.52,2322.58,10.12,6144.37,704.75,808.22
2020-02-13,1344.59,1144.77,671.31,1917.55,1007.2,,7637.19,2616.18,2352.12,10.07,6200.29,704.99,832.11
2020-02-16,1363.97,1149.92,667.98,1924.5,1016.66,,8035.88,2670.12,2409.93,10.01,6617.08,702.3,843.13
2020-02-17,1398.24,1191.04,677.77,1945.44,1048.83,,8153.6,2680.77,2419.6,10.11,6798.9,708.51,885.1
2020-02-18,1400.01,1198.57,671.92,1912.17,1031.21,,8107.67,2711.52,2406.5,10.3,6787.75,706.17,888.05
2020-02-19,1405.25,1194.82,668.65,1911.9,1036.02,,8088.25,2806.23,2510.89,10.3,6734.97,710.72,896.34
2020-02-20,1434.57,1202.72,675.07,1961.17,1049.93,,8473.64,2903.49,2670.21,10.26,7108.98,719.76,886.49
2020-02-23,1504.14,1288.74,697.63,1972.95,1083.68,,8666.0,2942.1,2725.1,10.54,7248.83,744.38,959.59
2020-02-24,1502.18,1293.5,695.23,1950.3,1072.1,,8661.26,2965.49,2693.06,10.5,7027.95,753.42,944.18
2020-02-25,1545.19,1306.39,714.65,1961.52,1118.61,,9334.76,3083.91,2776.5,10.59,7335.05,800.46,991.27
2020-02-26,1596.13,1356.86,721.18,2035.4,1123.8,,9905.94,3226.71,2803.65,10.93,7568.55,821.95,992.22
2020-02-27,1632.17,1440.15,712.66,2007.78,1102.3,,9741.31,3243.16,2747.3,10.76,7355.16,799.42,943.79
2020-03-01,1591.36,1414.91,716.91,1943.29,1080.09,,9266.69,3074.05,2657.04,10.56,7032.8,783.19,920.87
2020-03-02,1495.3,1319.51,700.59,1863.94,1037.82,,8576.39,2948.23,2521.4,10.38,6508.07,752.4,896.11
2020-03-03,1509.67,1342.14,708.37,1868.6,1042.76,,8765.69,2984.35,2405.27,10.64,6673.25,752.25,876.66
2020-03-04,1441.2,1281.18,694.28,1788.57,1012.8,,8308.73,2895.68,2257.02,10.52,6266.3,723.76,873.69
2020-03-05,1435.7,1266.93,702.09,1762.58,1003.49,,8386.57,2856.73,2305.05,10.39,6240.68,725.76,855.97
2020-03-10,1349.31,1183.57,681.93,1641.73,965.45,,7623.65,2729.78,2202.09,10.35,5878.49,696.38,788.66
2020-03-11,1423.09,1252.03,702.54,1741.32,1013.77,,8134.63,2839.57,2319.37,10.28,6324.14,716.16,854.14
2020-03-12,1377.18,1211.61,687.17,1648.65,980.86,,7897.32,2763.32,2229.74,10.09,6007.14,700.94,842.05
2020-03-15,1313.04,1154.61,664.97,1596.17,947.99,,7275.44,2683.09,2136.32,9.78,5590.41,682.71,798.26
2020-03-16,1316.39,1155.71,668.65,1588.12,949.11,,7324.22,2631.09,2159.54,9.67,5644.24,686.34,800.74
2020-03-17,1272.06,1122.55,646.68,1534.43,936.23,,6897.74,2516.01,2065.87,9.71,5305.91,671.55,751.27
2020-03-18,1255.8,1106.74,642.83,1515.27,928.77,,6760.68,2490.81,2047.65,9.68,5193.17,667.01,775.64
2020-03-19,1269.3,1120.39,636.3,1510.46,937.92,,6901.18,2488.62,2068.24,9.69,5270.49,672.66,774.28
2020-03-22,1251.45,1093.26,636.12,1563.46,933.06,,6797.2,2459.32,2050.3,,5271.75,679.93,763.72
2020-05-12,1226.15,1067.15,632.86,1560.08,917.7,,6639.42,2424.86,2032.25,9.68,5199.42,660.52,
2020-05-13,1201.57,1041.5,629.23,1556.69,899.67,,6509.45,2390.64,2008.29,,5142.25,641.76,751.05
2020-06-29,1188.7,1016.28,625.14,1530.25,886.33,,6747.07,2493.63,1968.92,9.63,5040.79,661.82,790.39
2020-06-30,1260.75,1090.0,630.11,1482.41,926.1,,7382.04,2615.8,2046.62,9.59,5336.94,685.79,856.12
2020-07-01,1336.52,1172.3,634.86,1477.26,959.77,,7930.57,2718.37,2147.85,9.6,5659.35,706.73,889.6
2020-07-02,1256.11,1085.17,634.83,1348.89,924.82,,7321.96,2589.85,2076.59,9.61,5481.04,675.34,
2020-07-05,1265.45,1088.52,628.56,1356.07,921.97,,7534.52,2610.83,2086.42,9.44,5508.34,695.17,814.37
2020-07-06,1298.73,1109.81,631.07,1430.74,934.43,,7800.95,2656.06,2170.53,9.37,5782.73,724.79,828.85
2020-07-07,1336.66,1135.64,650.11,1557.84,960.92,,7999.33,2697.89,2247.09,9.54,6148.2,751.84,863.46
2020-07-08,1326.53,1124.85,648.33,1515.41,952.24,,7939.04,2684.81,2236.96,9.64,6118.06,749.05,878.77
2020-07-09,1331.27,1124.47,653.16,1527.59,957.06,,8007.37,2720.11,2249.85,9.92,6157.57,755.91,860.23
2020-07-12,1340.29,1123.34,659.69,1474.37,956.68,,8204.62,2737.46,2332.49,9.91,6238.11,763.69,861.28
2020-07-13,1342.4,1124.53,655.72,1457.87,958.34,,8150.17,2751.49,2383.84,10.11,6242.68,759.79,877.71
2020-07-14,1347.44,1128.62,650.97,1513.16,961.3,,8130.74,2727.52,2448.78,10.24,6236.27,757.79,863.14
2020-07-15,1362.34,1153.0,654.7,1467.74,966.17,,8087.33,2701.69,2438.99,10.45,6245.18,768.53,876.05
2020-07-16,1394.77,1193.99,671.53,1480.0,976.1,,8218.48,2747.24,2445.46,10.48,6324.55,775.31,889.96
2020-07-19,1479.03,1282.86,680.53,,1012.46,,8767.14,2889.02,2537.85,10.47,6526.95,824.65,
2020-07-20,1464.94,1286.0,681.68,1413.89,1000.01,,8578.49,2761.59,2450.46,10.49,6485.4,802.55,852.11
2020-07-21,1449.94,1265.25,675.49,1496.34,978.56,,8469.37,2836.23,2443.44,10.55,6454.22,798.75,873.95
2020-07-22,1432.44,1243.74,668.33,1630.8,965.53,,8397.77,2815.28,2428.34,10.62,6448.68,784.42,866.01
2020-07-23,1442.61,1246.73,669.81,1673.35,972.15,,8552.44,2833.13,2456.78,10.59,6634.38,789.18,873.95
2020-07-26,1465.1,1263.23,673.15,1696.27,969.95,,8891.24,2838.86,2486.2,10.57,6894.03,802.98,882.46
2020-07-27,1462.48,1261.98,672.2,1638.15,967.36,,8802.47,2843.89,2498.66,10.56,6743.61,808.69,875.39
2020-07-28,1454.89,1254.36,672.44,1635.17,963.73,,8751.96,2805.55,2488.67,10.7,6686.01,807.72,858.07
2020-07-29,1431.52,1233.49,665.91,1575.66,961.49,,8561.14,2755.85,2432.99,10.54,6526.13,805.84,846.83
2020-07-30,1439.06,1238.53,671.86,1589.54,968.9,,8616.63,2783.03,2448.0,10.61,6576.59,810.54,850.52
2020-08-02,1396.28,1197.04,657.07,1518.11,954.5,,8332.83,2716.41,2373.23,10.54,6344.93,789.28,833.82
2020-08-03,1403.86,1204.09,656.76,1551.88,950.94,,8391.58,2724.56,2388.96,10.48,6391.64,802.1,843.26
2020-08-05,1382.66,,649.59,,,,,,,,,797.94,
2020-08-06,1381.37,1179.91,654.28,1523.93,943.83,,8279.74,2692.67,2347.75,10.4,6306.87,794.89,832.04
2020-08-09,1392.68,1187.83,661.39,1496.46,946.88,,8409.29,2707.94,2362.33,10.61,6410.35,804.45,843.92
2020-08-10,1430.41,1220.76,669.06,1554.56,970.11,,8632.45,2762.8,2433.89,10.58,6693.42,817.08,854.06
2020-08-11,1423.81,1214.21,668.46,1511.34,969.08,,8609.31,2745.81,2412.32,10.6,6690.21,816.51,834.79
2020-08-12,1425.32,1218.02,664.03,1512.08,965.74,,8616.08,2746.12,2405.58,10.7,6729.29,814.99,829.86
2020-08-13,1408.79,1201.73,659.12,1510.24,955.41,,8516.57,2713.48,2377.61,10.68,6652.54,809.42,830.39
2020-08-16,1391.46,1182.37,656.08,1500.85,949.62,,8439.69,2655.37,2348.39,10.62,6603.36,808.31,841.34
2020-08-17,1402.21,1188.96,656.25,1515.02,948.15,,8545.93,2671.18,2356.02,10.63,6765.48,818.68,848.46
2020-08-18,1407.89,1188.49,655.71,1505.54,949.81,,8599.99,2715.59,2373.44,10.59,6816.34,832.16,859.02
2020-08-19,1391.29,1173.38,652.68,1501.56,943.6,,8463.4,2674.79,2343.55,10.59,6702.9,828.28,846.74
2020-08-20,1397.57,1178.8,655.54,1497.2,951.02,,8520.22,2696.51,2355.56,10.58,6735.3,828.37,866.86
2020-08-23,1410.34,1183.6,661.56,1521.14,949.64,,8694.06,2784.74,2379.17,10.55,6968.52,832.5,864.3
2020-08-24,1431.6,1199.67,665.26,1519.7,956.86,,8856.93,2849.66,2434.9,10.58,7097.22,844.86,878.03
2020-08-25,1440.94,1201.59,666.46,1529.91,965.9,,9008.66,2842.41,2454.98,10.57,7129.48,863.43,874.96
2020-08-26,1462.03,1224.53,667.73,1533.3,977.16,,8990.69,2849.75,2496.12,10.73,7181.1,880.72,873.84
2020-08-27,1458.04,1220.47,664.47,1511.75,969.98,,9001.74,2890.91,2472.62,10.66,7200.83,880.26,859.54
2020-08-30,1462.67,1213.03,666.09,1512.38,979.37,,9048.06,2917.47,2474.98,10.63,7295.13,907.39,877.6
2020-08-31,1484.99,1217.97,667.19,1511.6,1012.98,,9308.39,3006.18,2483.56,10.7,7528.83,944.78,895.66
2020-09-02,1510.57,1237.76,674.94,1512.62,1107.2,,9219.71,3037.6,2500.84,10.78,7402.94,981.9,911.5
2020-09-03,1510.42,1234.8,675.01,1544.36,1082.22,,9235.03,3001.66,2508.3,10.84,7470.28,993.87,901.78
2020-09-06,1499.97,1226.66,673.01,1518.7,1076.48,,9208.69,2961.23,2498.03,10.84,7444.68,981.22,924.41
2020-09-07,1487.81,1209.3,673.31,1516.14,1072.95,,9116.15,2945.36,2499.18,10.79,7400.93,985.01,947.37
2020-09-08,1495.15,1206.45,677.81,1511.19,1094.04,,9164.74,3026.0,2518.34,10.8,7474.36,997.56,1028.67
2020-09-09,1508.2,1204.56,679.3,1531.6,1101.07,,9331.52,3050.24,2573.77,10.83,7736.17,1016.91,1063.57
2020-09-10,1520.69,1208.39,681.54,1530.47,1103.38,,9536.04,3083.46,2607.51,10.81,8038.19,1017.3,1033.36
2020-09-13,1537.25,1214.21,678.6,1588.43,1143.53,,9819.92,3100.55,2615.71,10.73,8363.34,1018.17,1004.15
2020-09-14,1540.51,1228.89,685.54,1570.98,1155.73,,9740.6,3062.5,2592.51,10.77,8108.75,1017.91,1003.09
2020-09-15,1536.03,1225.89,683.04,1580.22,1147.57,,9757.93,3050.04,2588.38,10.81,8105.51,1010.52,989.34
2020-09-16,1541.4,1221.31,684.9,1723.03,1201.67,,9830.07,3052.85,2593.25,10.86,8147.88,1012.0,1010.27
2020-09-17,1572.18,1249.37,726.85,1884.54,1290.05,,9879.95,3066.17,2605.46,10.97,8147.47,1020.69,1016.83
2020-09-20,1575.18,1268.79,755.51,1787.88,1237.68,,9823.69,3064.01,2591.65,10.87,8077.36,1010.33,
2020-09-21,1569.06,1264.47,746.07,1755.28,1231.8,,9755.85,3076.24,2584.27,10.76,8022.38,1008.9,1005.84
2020-09-22,1546.15,1242.1,733.58,1740.21,1206.89,,9646.38,3041.19,2561.03,10.68,7909.73,1001.68,1003.7
2020-09-23,1555.52,1243.97,745.6,1716.57,1240.68,,9741.05,3064.39,2571.25,10.7,7984.5,1009.04,1018.66
2020-09-24,1561.27,1244.9,755.22,1733.84,1296.39,,9696.95,3055.09,2570.73,10.69,7930.53,1017.98,1089.51
2020-09-27,1565.55,1258.64,766.85,1785.55,1283.29,,9613.36,3010.29,2564.11,10.72,7858.0,1016.44,1087.57
2020-09-28,1560.83,1254.61,778.56,1766.16,1280.38,,9560.45,2990.64,2556.49,10.67,7808.17,1016.34,1072.88
2020-09-29,1553.62,1243.79,775.76,1756.08,1308.43,,9517.5,2996.64,2542.91,10.69,7763.18,1011.4,1048.88
2020-09-30,1550.43,1239.61,778.52,1741.08,1317.13,,9481.8,2989.42,2536.04,10.82,7711.63,1008.64,1037.79
2020-10-01,1571.04,1258.48,784.31,1749.16,1292.38,,9639.13,3039.22,2556.86,10.81,8044.04,1011.61,1057.33
2020-10-04,1585.75,1274.04,786.73,1761.03,1277.12,,9684.16,3184.47,2560.89,10.46,8068.11,1022.76,1073.1
2020-10-05,1582.12,1270.15,782.42,1765.18,1304.5,,9602.82,3131.15,2550.08,10.55,7952.93,1024.02,1055.92
2020-10-06,1586.29,1269.69,788.45,1765.03,1371.33,,9577.02,3135.91,2540.79,10.53,7895.9,1026.1,1064.07
2020-10-07,1600.97,1275.22,811.6,1817.7,1447.25,,9594.69,3134.89,2540.59,10.58,7971.99,1030.8,1070.97
2020-10-08,1589.63,1266.51,843.31,1786.66,1402.69,,9570.53,3121.53,2541.44,10.6,7897.68,1025.22,1068.6
2020-10-11,1576.27,1256.01,860.82,1748.43,1374.93,,9559.81,3073.05,2532.51,10.5,7811.31,1015.93,1048.91
2020-10-12,1578.01,1258.4,849.15,1755.37,1367.82,,9531.44,3057.54,2536.44,10.47,7799.11,1014.1,1051.08
2020-10-13,1568.59,1250.7,832.85,1745.31,1339.97,,9492.5,3068.37,2522.81,10.52,7750.7,1012.59,1052.57
2020-10-14,1561.17,1247.12,821.95,1747.69,1323.97,,9459.0,3046.04,2517.49,10.45,7728.62,1006.69,1048.84
2020-10-15,1562.46,1249.02,821.63,1731.84,1331.08,,9442.2,3016.48,2515.89,10.46,7704.19,1013.24,1052.03
2020-10-18,1556.8,1243.0,820.03,1730.02,1326.01,,9423.21,3002.07,2504.66,10.42,7735.77,1011.7,1065.23
2020-10-19,1570.38,1250.67,836.29,1744.18,1369.87,,9473.81,3009.24,2515.3,10.46,7835.29,1019.3,1063.54
2020-10-20,1583.6,1258.41,844.89,1763.45,1397.6,,9551.92,3034.6,2531.74,10.57,7891.05,1030.7,1066.49
2020-10-21,1597.71,1279.95,844.29,1748.42,1385.75,,9609.86,3028.27,2535.15,10.67,7955.32,1033.75,1089.89
2020-10-22,1606.25,1292.05,849.67,1734.38,1379.32,,9599.77,3057.75,2535.96,10.61,7993.84,1039.02,1099.22
2020-10-28,1647.45,1347.2,863.05,1767.23,1383.18,,9710.44,3078.63,2561.15,10.73,8040.91,1053.59,1090.4
2020-10-29,1645.67,1340.92,860.43,1751.81,1389.93,,9719.31,3043.78,2573.88,10.63,8080.8,1059.42,1105.35
2020-11-01,1640.95,1326.37,858.25,1736.53,1409.24,,9711.85,3028.57,2603.29,10.63,8091.25,1064.78,1129.72
2020-11-02,1637.63,1314.75,862.21,1745.86,1409.77,,9702.45,3032.45,2665.59,10.64,8118.5,1061.5,1164.24
2020-11-03,1643.03,1312.58,867.6,1747.82,1416.92,,9716.45,3038.4,2672.42,10.91,8295.36,1076.3,1220.15
2020-11-04,1640.64,1309.54,864.72,1752.49,1418.5,,9703.78,3038.29,2668.75,10.91,8206.68,1081.69,1245.46
2020-11-05,1636.17,1301.64,864.52,1757.35,1432.42,,9705.13,3034.08,2655.41,10.89,8190.49,1081.02,1226.44
2020-11-08,1648.58,1300.37,868.8,1785.1,1463.02,,9792.06,3156.76,2666.27,11.05,8209.28,1109.29,1331.63
2020-11-09,1652.8,1288.85,869.71,1780.99,1447.79,,9774.87,3183.44,2697.89,11.0,8275.13,1155.93,1390.43
2020-11-10,1678.79,1295.97,873.54,1868.42,1447.11,,10251.22,3224.34,2702.78,10.98,8435.52,1204.5,1499.92
2020-11-11,1707.67,1310.84,870.68,1915.77,1451.5,,10258.26,3424.55,2709.92,11.53,8774.84,1254.18,1649.75
2020-11-12,1718.49,1321.05,867.03,1897.36,1445.06,,10229.34,3393.69,2708.2,11.55,8814.0,1282.57,1814.46
2020-11-18,1741.81,1319.78,875.47,1936.96,1426.44,,10750.71,3629.14,2722.8,11.7,9211.48,1312.54,1995.54
2020-11-19,1778.12,1322.48,889.22,2118.59,1448.07,,11126.86,3833.87,2769.18,11.78,9610.63,1370.69,2193.94
2020-11-22,1782.81,1351.92,885.06,2034.1,1426.64,,10848.05,3744.58,2764.3,11.51,9367.49,1372.04,2069.17
2020-11-23,1780.43,1357.97,883.29,2110.79,1424.9,,10665.65,3878.55,2743.38,11.34,9241.52,1355.97,2098.35
2020-11-24,1810.11,1359.41,889.53,2075.87,1446.21,,10914.17,4105.67,2768.98,11.44,9569.03,1417.47,2270.98
2020-11-25,1874.81,1399.81,904.8,2074.85,1470.99,,11104.6,4406.0,2875.84,11.6,9885.72,1512.69,2450.97
2020-11-26,1893.24,1437.56,898.93,2031.2,1477.81,,10970.28,4406.09,2859.19,11.67,9720.7,1528.05,2320.31
2020-11-29,1968.27,1549.89,911.21,2023.52,1504.46,,11216.03,4368.82,2886.94,11.72,9675.15,1528.3,2284.94
2020-11-30,1997.05,1542.37,905.79,2028.48,1593.69,,12039.38,4442.45,2924.54,11.6,9868.18,1568.58,2436.01
2020-12-01,2000.4,1500.94,898.36,2007.66,1632.32,,12256.22,4542.26,2925.97,11.42,9834.18,1676.27,2328.36
2020-12-02,2071.02,1507.32,902.13,2058.82,1721.31,,12864.95,4845.38,3158.54,11.46,10079.0,1817.16,2311.74
2020-12-03,2055.45,1498.59,895.39,2050.47,1731.67,,12606.69,4772.42,3188.61,11.41,9912.6,1797.85,2151.32
2020-12-06,1932.11,1433.69,875.87,1968.48,1645.16,,11565.88,4411.82,2964.43,11.21,9343.35,1633.76,1991.78
2020-12-07,2004.39,1465.59,896.52,2028.54,1743.63,,12264.69,4636.6,3091.98,11.29,9748.88,1714.25,2122.68
2020-12-08,1995.35,1457.91,881.4,2020.42,1827.52,,12144.03,4531.83,3088.27,11.38,9617.14,1695.73,2036.29
2020-12-09,1955.75,1427.31,878.82,1960.48,1850.41,,11873.57,4433.29,3018.46,11.22,9392.01,1648.88,1937.02
2020-12-10,1964.02,1435.77,880.66,1991.1,1773.96,,12079.86,4551.61,3019.25,11.23,9466.23,1662.05,1975.05
2020-12-13,2010.45,1481.54,887.88,1985.42,1745.02,,12608.3,4824.15,3075.54,11.35,9640.27,1677.35,1945.18
2020-12-14,2067.17,1503.64,891.23,2021.58,1723.86,,13641.42,4930.19,3211.75,11.5,10019.41,1740.74,2106.94
2020-12-15,2061.41,1503.72,885.04,2001.04,1705.28,,13693.21,4815.07,3271.34,11.43,9937.46,1721.85,2052.39
2020-12-16,2055.22,1504.67,882.94,2008.32,1680.92,,13532.36,4835.79,3347.91,11.43,9799.04,1695.83,2076.54
2020-12-17,2032.51,1493.27,874.56,1976.25,1653.56,,13258.09,4800.68,3357.19,11.37,9663.45,1663.38,2018.54
2020-12-20,1935.63,1448.92,853.98,1924.29,1543.39,,12547.4,4657.35,,11.25,9131.95,1534.21,1902.42
2020-12-21,1965.96,1470.0,858.06,1900.68,1568.29,,12791.03,4802.32,3186.93,11.23,9208.71,1562.06,1894.79
2020-12-22,2061.41,1540.9,883.86,1921.23,1648.97,,13741.98,4915.39,3293.98,11.31,9736.48,1640.86,1972.28
2020-12-23,2068.45,1565.18,877.22,1902.93,1626.89,,14136.05,4890.75,3263.05,11.38,9683.43,1604.52,1961.45
2020-12-24,2038.63,1547.42,868.6,1996.33,1609.71,,13704.18,4847.7,3225.11,11.36,9540.94,1568.44,1978.43
2020-12-27,1998.65,1524.3,863.57,1903.22,1579.03,,13184.7,4801.66,3183.26,11.31,9302.49,1525.26,1971.12
2020-12-28,2007.29,1533.75,865.62,1906.65,1581.77,,13215.39,4899.69,3189.2,11.34,9377.82,1524.29,1932.37
2020-12-29,2012.89,1524.05,863.47,1902.11,1563.58,,13145.38,5095.59,3200.57,11.33,9389.67,1574.36,1929.15
2020-12-30,2062.06,1554.64,865.14,1882.83,1577.89,,13298.82,5443.8,3285.65,11.51,9536.47,1648.04,2111.38
2020-12-31,2087.27,1585.22,869.43,1884.13,1582.69,,13471.54,5446.25,3285.83,11.51,9440.04,1671.92,2299.1
2021-01-03,2175.39,1656.14,877.09,1918.98,1621.62,,14022.48,5710.69,3363.43,11.54,9708.47,1775.36,2520.67
2021-01-04,2169.04,1644.94,882.72,1918.83,1623.76,,13946.09,5610.17,3358.7,11.54,9760.93,1785.21,2516.9
2021-01-05,2165.49,1635.7,880.77,1897.88,1674.35,,13899.42,5593.52,3352.76,11.51,9818.85,1779.55,2370.33
2021-01-06,2178.57,1647.5,884.33,1898.73,1661.54,,13924.25,5624.12,3409.06,11.6,9931.51,1785.88,2349.35
2021-01-07,2194.48,1660.55,894.57,1904.67,1672.19,,13963.11,5739.95,3455.59,11.61,10076.37,1782.23,2461.96
2021-01-10,2235.72,1720.3,913.78,1925.21,1688.84,,13945.95,5765.92,3477.4,11.69,10115.45,1785.39,2539.98
2021-01-11,2239.42,1723.17,925.31,1920.65,1692.22,,14107.23,5724.6,3468.16,11.73,10292.39,1770.7,2526.69
2021-01-12,2267.73,1737.71,948.45,1930.58,1753.13,,14483.23,5731.5,3521.35,11.83,10565.66,1777.18,2511.29
2021-01-13,2286.54,1734.55,993.81,1925.19,1783.33,,14653.01,5974.02,3617.84,11.9,10676.81,1789.27,2520.34
2021-01-17,2315.0,1735.57,1018.82,1942.06,1776.13,,14875.03,6023.84,3733.4,11.98,10754.86,1850.4,2753.31
2021-01-18,2332.31,1738.37,1041.4,2055.06,1764.61,,15074.5,6045.24,3833.5,12.24,10880.99,1861.82,2934.34
