,Symbol,Date,Close
0,BANKING,2019-12-04,1024.3
1,BANKING,2019-12-05,1026.41
2,BANKING,2019-12-08,1026.89
3,BANKING,2019-12-09,1034.8
4,BANKING,2019-12-10,1041.88
5,BANKING,2019-12-11,1046.15
6,BANKING,2019-12-12,1048.97
7,BANKING,2019-12-15,1051.79
8,BANKING,2019-12-16,1044.56
9,BANKING,2019-12-17,1042.98
10,BANKING,2019-12-18,1041.24
11,BANKING,2019-12-19,1039.3
12,BANKING,2019-12-22,1038.38
13,BANKING,2019-12-23,1041.7
14,BANKING,2019-12-24,1042.55
15,BANKING,2019-12-25,1042.97
16,BANKING,2019-12-26,1043.66
17,BANKING,2019-12-29,1035.01
18,BANKING,2019-12-30,1032.8
19,BANKING,2019-12-31,1034.84
20,BANKING,2020-01-01,1038.22
21,BANKING,2020-01-02,1036.01
22,BANKING,2020-01-05,1052.75
23,BANKING,2020-01-06,1078.62
24,BANKING,2020-01-07,1097.64
25,BANKING,2020-01-08,1086.43
26,BANKING,2020-01-09,1085.01
27,BANKING,2020-01-12,1112.31
28,BANKING,2020-01-13,1127.12
29,BANKING,2020-01-14,1116.76
30,BANKING,2020-01-15,1143.92
31,BANKING,2020-01-16,1163.3
32,BANKING,2020-01-19,1181.24
33,BANKING,2020-01-20,1165.36
34,BANKING,2020-01-21,1170.03
35,BANKING,2020-01-22,1161.41
36,BANKING,2020-01-23,1140.19
37,BANKING,2020-01-26,1121.73
38,BANKING,2020-01-27,1139.74
39,BANKING,2020-01-28,1138.62
40,BANKING,2020-01-29,1130.67
41,BANKING,2020-01-30,1148.92
42,BANKING,2020-02-02,1175.96
43,BANKING,2020-02-03,1172.6
44,BANKING,2020-02-04,1158.62
45,BANKING,2020-02-05,1162.39
46,BANKING,2020-02-06,1153.81
47,BANKING,2020-02-09,1141.42
48,BANKING,2020-02-10,1142.21
49,BANKING,2020-02-11,1156.69
50,BANKING,2020-02-12,1153.71
51,BANKING,2020-02-13,1144.77
52,BANKING,2020-02-16,1149.92
53,BANKING,2020-02-17,1191.04
54,BANKING,2020-02-18,1198.57
55,BANKING,2020-02-19,1194.82
56,BANKING,2020-02-20,1202.72
57,BANKING,2020-02-23,1288.74
58,BANKING,2020-02-24,1293.5
59,BANKING,2020-02-25,1306.39
60,BANKING,2020-02-26,1356.86
61,BANKING,2020-02-27,1440.15
62,BANKING,2020-03-01,1414.91
63,BANKING,2020-03-02,1319.51
64,BANKING,2020-03-03,1342.14
65,BANKING,2020-03-04,1281.18
66,BANKING,2020-03-05,1266.93
67,BANKING,2020-03-10,1183.57
68,BANKING,2020-03-11,1252.03
69,BANKING,2020-03-12,1211.61
70,BANKING,2020-03-15,1154.61
71,BANKING,2020-03-16,1155.71
72,BANKING,2020-03-17,1122.55
73,BANKING,2020-03-18,1106.74
74,BANKING,2020-03-19,1120.39
75,BANKING,2020-03-22,1093.26
76,BANKING,2020-05-12,1067.15
77,BANKING,2020-05-13,1041.5
78,BANKING,2020-06-29,1016.28
79,BANKING,2020-06-30,1090.0
80,BANKING,2020-07-01,1172.3
81,BANKING,2020-07-02,1085.17
82,BANKING,2020-07-05,1088.52
83,BANKING,2020-07-06,1109.81
84,BANKING,2020-07-07,1135.64
85,BANKING,2020-07-08,1124.85
86,BANKING,2020-07-09,1124.47
87,BANKING,2020-07-12,1123.34
88,BANKING,2020-07-13,1124.53
89,BANKING,2020-07-14,1128.62
90,BANKING,2020-07-15,1153.0
91,BANKING,2020-07-16,1193.99
92,BANKING,2020-07-19,1282.86
93,BANKING,2020-07-20,1286.0
94,BANKING,2020-07-21,1265.25
95,BANKING,2020-07-22,1243.74
96,BANKING,2020-07-23,1246.73
97,BANKING,2020-07-26,1263.23
98,BANKING,2020-07-27,1261.98
99,BANKING,2020-07-28,1254.36
100,BANKING,2020-07-29,1233.49
101,BANKING,2020-07-30,1238.53
102,BANKING,2020-08-02,1197.04
103,BANKING,2020-08-03,1204.09
104,BANKING,2020-08-06,1179.91
105,BANKING,2020-08-09,1187.83
106,BANKING,2020-08-10,1220.76
107,BANKING,2020-08-11,1214.21
108,BANKING,2020-08-12,1218.02
109,BANKING,2020-08-13,1201.73
110,BANKING,2020-08-16,1182.37
111,BANKING,2020-08-17,1188.96
112,BANKING,2020-08-18,1188.49
113,BANKING,2020-08-19,1173.38
114,BANKING,2020-08-20,1178.8
115,BANKING,2020-08-23,1183.6
116,BANKING,2020-08-24,1199.67
117,BANKING,2020-08-25,1201.59
118,BANKING,2020-08-26,1224.53
119,BANKING,2020-08-27,1220.47
120,BANKING,2020-08-30,1213.03
121,BANKING,2020-08-31,1217.97
122,BANKING,2020-09-02,1237.76
123,BANKING,2020-09-03,1234.8
124,BANKING,2020-09-06,1226.66
125,BANKING,2020-09-07,1209.3
126,BANKING,2020-09-08,1206.45
127,BANKING,2020-09-09,1204.56
128,BANKING,2020-09-10,1208.39
129,BANKING,2020-09-13,1214.21
130,BANKING,2020-09-14,1228.89
131,BANKING,2020-09-15,1225.89
132,BANKING,2020-09-16,1221.31
133,BANKING,2020-09-17,1249.37
134,BANKING,2020-09-20,1268.79
135,BANKING,2020-09-21,1264.47
136,BANKING,2020-09-22,1242.1
137,BANKING,2020-09-23,1243.97
138,BANKING,2020-09-24,1244.9
139,BANKING,2020-09-27,1258.64
140,BANKING,2020-09-28,1254.61
141,BANKING,2020-09-29,1243.79
142,BANKING,2020-09-30,1239.61
143,BANKING,2020-10-01,1258.48
144,BANKING,2020-10-04,1274.04
145,BANKING,2020-10-05,1270.15
146,BANKING,2020-10-06,1269.69
147,BANKING,2020-10-07,1275.22
148,BANKING,2020-10-08,1266.51
149,BANKING,2020-10-11,1256.01
150,BANKING,2020-10-12,1258.4
151,BANKING,2020-10-13,1250.7
152,BANKING,2020-10-14,1247.12
153,BANKING,2020-10-15,1249.02
154,BANKING,2020-10-18,1243.0
155,BANKING,2020-10-19,1250.67
156,BANKING,2020-10-20,1258.41
157,BANKING,2020-10-21,1279.95
158,BANKING,2020-10-22,1292.05
159,BANKING,2020-10-28,1347.2
160,BANKING,2020-10-29,1340.92
161,BANKING,2020-11-01,1326.37
162,BANKING,2020-11-02,1314.75
163,BANKING,2020-11-03,1312.58
164,BANKING,2020-11-04,1309.54
165,BANKING,2020-11-05,1301.64
166,BANKING,2020-11-08,1300.37
167,BANKING,2020-11-09,1288.85
168,BANKING,2020-11-10,1295.97
169,BANKING,2020-11-11,1310.84
170,BANKING,2020-11-12,1321.05
171,BANKING,2020-11-18,1319.78
172,BANKING,2020-11-19,1322.48
173,BANKING,2020-11-22,1351.92
174,BANKING,2020-11-23,1357.97
175,BANKING,2020-11-24,1359.41
176,BANKING,2020-11-25,1399.81
177,BANKING,2020-11-26,1437.56
178,BANKING,2020-11-29,1549.89
179,BANKING,2020-11-30,1542.37
180,BANKING,2020-12-01,1500.94
181,BANKING,2020-12-02,1507.32
182,BANKING,2020-12-03,1498.59
183,BANKING,2020-12-06,1433.69
184,BANKING,2020-12-07,1465.59
185,BANKING,2020-12-08,1457.91
186,BANKING,2020-12-09,1427.31
187,BANKING,2020-12-10,1435.77
188,BANKING,2020-12-13,1481.54
189,BANKING,2020-12-14,1503.64
190,BANKING,2020-12-15,1503.72
191,BANKING,2020-12-16,1504.67
192,BANKING,2020-12-17,1493.27
193,BANKING,2020-12-20,1448.92
194,BANKING,2020-12-21,1470.0
195,BANKING,2020-12-22,1540.9
196,BANKING,2020-12-23,1565.18
197,BANKING,2020-12-24,1547.42
198,BANKING,2020-12-27,1524.3
199,BANKING,2020-12-28,1533.75
200,BANKING,2020-12-29,1524.05
201,BANKING,2020-12-30,1554.64
202,BANKING,2020-12-31,1585.22
203,BANKING,2021-01-03,1656.14
204,BANKING,2021-01-04,1644.94
205,BANKING,2021-01-05,1635.7
206,BANKING,2021-01-06,1647.5
207,BANKING,2021-01-07,1660.55
208,BANKING,2021-01-10,1720.3
209,BANKING,2021-01-11,1723.17
210,BANKING,2021-01-12,1737.71
211,BANKING,2021-01-13,1734.55
212,BANKING,2021-01-17,1735.57
213,BANKING,2021-01-18,1738.37
214,BANKING,2021-01-19,1730.32
215,BANKING,2021-01-20,1727.89
216,BANKING,2021-01-21,1724.06
217,BANKING,2021-01-24,1745.42
218,BANKING,2021-01-25,1769.64
219,BANKING,2021-01-26,1762.83
220,BANKING,2021-01-27,1752.71
221,BANKING,2021-01-28,1711.63
222,BANKING,2021-01-31,1669.62
223,BANKING,2021-02-01,1689.66
224,BANKING,2021-02-02,1723.37
225,BANKING,2021-02-03,1727.44
226,BANKING,2021-02-04,1720.44
227,BANKING,2021-02-07,1716.74
228,BANKING,2021-02-08,1779.27
229,BANKING,2021-02-09,1769.86
230,BANKING,2021-02-10,1797.85
231,BANKING,2021-02-11,1808.64
232,BANKING,2021-02-14,1787.78
233,BANKING,2021-02-15,1845.1
234,BANKING,2021-02-16,1883.52
235,BANKING,2021-02-17,1913.29
236,BANKING,2021-02-18,1936.66
237,BANKING,2021-02-21,1929.53
238,BANKING,2021-02-22,1876.98
239,BANKING,2021-02-23,1869.27
240,BANKING,2021-02-24,1884.32
241,BANKING,2021-02-25,1846.83
242,BANKING,2021-02-28,1792.25
243,BANKING,2021-03-01,1819.07
244,BANKING,2021-03-02,1773.52
245,BANKING,2021-03-03,1756.09
246,BANKING,2021-03-04,1808.13
247,BANKING,2021-03-07,1795.72
248,BANKING,2021-03-09,1773.94
249,BANKING,2021-03-10,1763.05
250,BANKING,2021-03-14,1730.72
251,BANKING,2021-03-15,1713.31
252,BANKING,2021-03-16,1716.98
253,BANKING,2021-03-17,1736.13
254,BANKING,2021-03-18,1762.24
255,BANKING,2021-03-21,1788.76
256,BANKING,2021-03-22,1767.29
257,BANKING,2021-03-23,1760.61
258,BANKING,2021-03-24,1783.16
259,BANKING,2021-03-25,1763.5
260,BANKING,2021-03-29,1756.57
261,BANKING,2021-03-30,1765.25
262,BANKING,2021-03-31,1806.11
263,BANKING,2021-04-01,1811.54
264,BANKING,2021-04-04,1826.2
265,BANKING,2021-04-05,1814.42
266,BANKING,2021-04-06,1813.83
267,BANKING,2021-04-07,1819.06
268,BANKING,2021-04-08,1820.95
269,BANKING,2021-04-12,1838.76
270,BANKING,2021-04-13,1881.12
271,BANKING,2021-04-15,1904.16
272,BANKING,2021-04-18,1870.86
273,BANKING,2021-04-19,1836.02
274,BANKING,2021-04-20,1834.65
275,BANKING,2021-04-21,1809.72
276,BANKING,2021-04-22,1818.95
277,BANKING,2021-04-25,1776.3
278,BANKING,2021-04-26,1735.57
279,BANKING,2021-04-27,1780.69
280,BANKING,2021-04-28,1766.61
281,BANKING,2021-04-29,1774.16
282,BANKING,2021-05-02,1794.02
283,BANKING,2021-05-03,1784.24
284,BANKING,2021-05-04,1776.6
285,BANKING,2021-05-05,1771.61
286,BANKING,2021-05-06,1778.71
287,BANKING,2021-05-09,1778.43
288,BANKING,2021-05-10,1781.81
289,BANKING,2021-05-11,1785.19
290,BANKING,2021-05-12,1781.77
291,BANKING,2021-05-13,1785.21
292,BANKING,2021-05-16,1812.64
293,BANKING,2021-05-17,1821.88
294,BANKING,2021-05-18,1826.78
295,BANKING,2021-05-19,1834.38
296,BANKING,2021-05-20,1851.72
297,BANKING,2021-05-23,1885.01
298,BANKING,2021-05-24,1889.09
299,BANKING,2021-05-25,1863.52
300,BANKING,2021-05-27,1857.05
301,BANKING,2021-05-30,1876.99
302,BANKING,2021-05-31,1857.85
303,BANKING,2021-06-01,1848.4
304,BANKING,2021-06-02,1857.2
305,BANKING,2021-06-03,1907.46
306,BANKING,2021-06-06,1977.46
307,BANKING,2021-06-07,1945.72
308,BANKING,2021-06-08,1965.82
309,BANKING,2021-06-09,1954.47
310,BANKING,2021-06-10,1936.7
311,BANKING,2021-06-13,1944.78
312,BANKING,2021-06-14,1997.61
313,BANKING,2021-06-15,1990.81
314,BANKING,2021-06-16,1981.47
315,BANKING,2021-06-17,1970.74
316,BANKING,2021-06-20,1935.34
317,BANKING,2021-06-21,1901.69
318,BANKING,2021-06-22,1945.43
319,BANKING,2021-06-23,1912.65
320,BANKING,2021-06-24,1905.23
321,BANKING,2021-06-27,1943.49
