,Symbol,Date,Close
0,HYDROPOWER,2019-12-03,921.64
1,HYDROPOWER,2019-12-04,924.68
2,HYDROPOWER,2019-12-05,933.41
3,HYDROPOWER,2019-12-08,928.77
4,HYDROPOWER,2019-12-09,945.57
5,HYDROPOWER,2019-12-10,941.06
6,HYDROPOWER,2019-12-11,947.25
7,HYDROPOWER,2019-12-12,976.22
8,HYDROPOWER,2019-12-15,960.05
9,HYDROPOWER,2019-12-16,945.53
10,HYDROPOWER,2019-12-17,945.83
11,HYDROPOWER,2019-12-18,938.43
12,HYDROPOWER,2019-12-19,940.11
13,HYDROPOWER,2019-12-22,938.51
14,HYDROPOWER,2019-12-23,946.27
15,HYDROPOWER,2019-12-24,945.9
16,HYDROPOWER,2019-12-25,943.17
17,HYDROPOWER,2019-12-26,936.7
18,HYDROPOWER,2019-12-29,930.79
19,HYDROPOWER,2019-12-30,925.63
20,HYDROPOWER,2019-12-31,932.09
21,HYDROPOWER,2020-01-01,932.29
22,HYDROPOWER,2020-01-02,934.53
23,HYDROPOWER,2020-01-05,943.21
24,HYDROPOWER,2020-01-06,943.35
25,HYDROPOWER,2020-01-07,960.9
26,HYDROPOWER,2020-01-08,955.69
27,HYDROPOWER,2020-01-09,954.64
28,HYDROPOWER,2020-01-12,985.71
29,HYDROPOWER,2020-01-13,1034.41
30,HYDROPOWER,2020-01-14,1023.06
31,HYDROPOWER,2020-01-15,1027.34
32,HYDROPOWER,2020-01-16,1035.32
33,HYDROPOWER,2020-01-19,1080.77
34,HYDROPOWER,2020-01-20,1038.56
35,HYDROPOWER,2020-01-21,1037.79
36,HYDROPOWER,2020-01-22,1021.86
37,HYDROPOWER,2020-01-23,1006.35
38,HYDROPOWER,2020-01-26,987.39
39,HYDROPOWER,2020-01-27,1006.9
40,HYDROPOWER,2020-01-28,998.7
41,HYDROPOWER,2020-01-29,991.57
42,HYDROPOWER,2020-01-30,1001.23
43,HYDROPOWER,2020-02-02,1004.32
44,HYDROPOWER,2020-02-03,1052.76
45,HYDROPOWER,2020-02-04,1036.28
46,HYDROPOWER,2020-02-05,1030.15
47,HYDROPOWER,2020-02-06,1021.32
48,HYDROPOWER,2020-02-09,1012.99
