,Symbol,Date,Close
0,MICROFINANCE,2019-12-03,1487.6
1,MICROFINANCE,2019-12-04,1520.64
2,MICROFINANCE,2019-12-05,1545.19
3,MICROFINANCE,2019-12-08,1562.28
4,MICROFINANCE,2019-12-09,1612.71
5,MICROFINANCE,2019-12-10,1614.59
6,MICROFINANCE,2019-12-11,1671.67
7,MICROFINANCE,2019-12-12,1663.45
8,MICROFINANCE,2019-12-15,1627.17
9,MICROFINANCE,2019-12-16,1613.13
10,MICROFINANCE,2019-12-17,1623.01
11,MICROFINANCE,2019-12-18,1614.83
12,MICROFINANCE,2019-12-19,1609.76
13,MICROFINANCE,2019-12-22,1611.21
14,MICROFINANCE,2019-12-23,1641.95
15,MICROFINANCE,2019-12-24,1631.04
16,MICROFINANCE,2019-12-25,1625.06
17,MICROFINANCE,2019-12-26,1624.33
18,MICROFINANCE,2019-12-29,1615.51
19,MICROFINANCE,2019-12-30,1619.26
20,MICROFINANCE,2019-12-31,1638.23
21,MICROFINANCE,2020-01-01,1663.92
22,MICROFINANCE,2020-01-02,1679.48
23,MICROFINANCE,2020-01-05,1719.72
24,MICROFINANCE,2020-01-06,1756.05
25,MICROFINANCE,2020-01-07,1788.95
26,MICROFINANCE,2020-01-08,1803.41
27,MICROFINANCE,2020-01-09,1866.41
28,MICROFINANCE,2020-01-12,1988.61
29,MICROFINANCE,2020-01-13,1974.72
30,MICROFINANCE,2020-01-14,1966.0
31,MICROFINANCE,2020-01-15,1993.2
32,MICROFINANCE,2020-01-16,2069.38
33,MICROFINANCE,2020-01-19,2101.44
34,MICROFINANCE,2020-01-20,2043.56
35,MICROFINANCE,2020-01-21,2041.17
36,MICROFINANCE,2020-01-22,2030.81
37,MICROFINANCE,2020-01-23,2015.82
38,MICROFINANCE,2020-01-26,1989.01
39,MICROFINANCE,2020-01-27,2055.44
40,MICROFINANCE,2020-01-28,2098.01
41,MICROFINANCE,2020-01-29,2188.96
42,MICROFINANCE,2020-01-30,2207.57
43,MICROFINANCE,2020-02-02,2229.7
44,MICROFINANCE,2020-02-03,2221.95
45,MICROFINANCE,2020-02-04,2199.07
