,Symbol,Date,Close
0,LIFEINSU,2019-12-03,5081.98
1,LIFEINSU,2019-12-04,5224.89
2,LIFEINSU,2019-12-05,5378.1
3,LIFEINSU,2019-12-08,5366.45
4,LIFEINSU,2019-12-09,5427.43
5,LIFEINSU,2019-12-10,5436.57
6,LIFEINSU,2019-12-11,5515.86
7,LIFEINSU,2019-12-12,5794.55
8,LIFEINSU,2019-12-15,5642.63
9,LIFEINSU,2019-12-16,5506.1
10,LIFEINSU,2019-12-17,5552.68
11,LIFEINSU,2019-12-18,5530.31
12,LIFEINSU,2019-12-19,5488.31
13,LIFEINSU,2019-12-22,5444.54
14,LIFEINSU,2019-12-23,5615.42
15,LIFEINSU,2019-12-24,5575.08
16,LIFEINSU,2019-12-25,5644.78
17,LIFEINSU,2019-12-26,5661.34
18,LIFEINSU,2019-12-29,5742.05
19,LIFEINSU,2019-12-30,5998.58
20,LIFEINSU,2019-12-31,5993.78
21,LIFEINSU,2020-01-01,5911.42
22,LIFEINSU,2020-01-02,5862.58
23,LIFEINSU,2020-01-05,5946.26
24,LIFEINSU,2020-01-06,5958.39
25,LIFEINSU,2020-01-07,5959.44
26,LIFEINSU,2020-01-08,5948.33
27,LIFEINSU,2020-01-09,5967.44
28,LIFEINSU,2020-01-12,6376.71
29,LIFEINSU,2020-01-13,6428.78
30,LIFEINSU,2020-01-14,6377.12
31,LIFEINSU,2020-01-15,6458.18
32,LIFEINSU,2020-01-16,6700.76
33,LIFEINSU,2020-01-19,7104.01
34,LIFEINSU,2020-01-20,6949.35
35,LIFEINSU,2020-01-21,7010.82
36,LIFEINSU,2020-01-22,7173.56
37,LIFEINSU,2020-01-23,7214.45
38,LIFEINSU,2020-01-26,7089.45
39,LIFEINSU,2020-01-27,7263.49
40,LIFEINSU,2020-01-28,7422.77
41,LIFEINSU,2020-01-29,7389.9
42,LIFEINSU,2020-01-30,7558.53
43,LIFEINSU,2020-02-02,7557.44
44,LIFEINSU,2020-02-03,7514.64
45,LIFEINSU,2020-02-04,7438.02
46,LIFEINSU,2020-02-05,7476.28
47,LIFEINSU,2020-02-06,7500.16
48,LIFEINSU,2020-02-09,7424.3
49,LIFEINSU,2020-02-10,7422.81
50,LIFEINSU,2020-02-11,7476.07
51,LIFEINSU,2020-02-12,7534.46
52,LIFEINSU,2020-02-13,7637.19
